         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            E'            E"            E*     tan_delta            D'            D"            D*          Eta'          Eta"          Eta*
           [#]          [°C]           [s]          [Hz]           [N]          [µm]         [rad]           [N]          [µm]          [°C]         [MPa]         [MPa]         [MPa]            []       [1/MPa]       [1/MPa]       [1/MPa]        [MPas]        [MPas]        [MPas]
             0   1.30614e+01   0.00000e+00   9.99999e-02   2.99647e+00   2.29323e+00   1.18075e-02   5.76711e+00   4.03230e+01   1.50000e+01   2.81727e+03   3.83590e+01   2.81753e+03   1.36157e-02   3.54888e-04   4.83203e-06   3.54921e-04   6.10504e+01   4.48383e+03   4.48425e+03
             1   1.28474e+01   7.34028e+01   1.12200e-01   2.99670e+00   2.28994e+00   1.20054e-02   5.76854e+00   3.98294e+01   1.50000e+01   2.82221e+03   3.90874e+01   2.82248e+03   1.38499e-02   3.54265e-04   4.90654e-06   3.54299e-04   5.54453e+01   4.00329e+03   4.00367e+03
             2   1.27502e+01   9.59077e+01   1.25890e-01   2.99876e+00   2.28861e+00   1.22901e-02   5.76989e+00   3.94984e+01   1.50000e+01   2.82634e+03   4.00877e+01   2.82663e+03   1.41836e-02   3.53743e-04   5.01735e-06   3.53779e-04   5.06805e+01   3.57317e+03   3.57353e+03
             3   1.25468e+01   1.17881e+02   1.41250e-01   3.00095e+00   2.28747e+00   1.24214e-02   5.77111e+00   3.92455e+01   1.50000e+01   2.83037e+03   4.05826e+01   2.83066e+03   1.43383e-02   3.53238e-04   5.06482e-06   3.53274e-04   4.57269e+01   3.18915e+03   3.18948e+03
             4   1.24734e+01   1.37471e+02   1.58480e-01   2.99875e+00   2.28323e+00   1.27599e-02   5.77230e+00   3.90229e+01   1.50000e+01   2.83403e+03   4.17516e+01   2.83434e+03   1.47322e-02   3.52777e-04   5.19718e-06   3.52816e-04   4.19294e+01   2.84611e+03   2.84642e+03
             5   1.23760e+01   1.54927e+02   1.77820e-01   3.00024e+00   2.28146e+00   1.26928e-02   5.77342e+00   3.87998e+01   1.50000e+01   2.83823e+03   4.15940e+01   2.83854e+03   1.46549e-02   3.52257e-04   5.16228e-06   3.52294e-04   3.72281e+01   2.54032e+03   2.54059e+03
             6   1.21924e+01   1.70768e+02   1.99520e-01   2.99860e+00   2.27761e+00   1.26236e-02   5.77449e+00   3.86073e+01   1.50000e+01   2.84199e+03   4.14182e+01   2.84230e+03   1.45736e-02   3.51791e-04   5.12687e-06   3.51828e-04   3.30389e+01   2.26703e+03   2.26727e+03
             7   1.21585e+01   1.85121e+02   2.23870e-01   2.99954e+00   2.27588e+00   1.25284e-02   5.77552e+00   3.84399e+01   1.50000e+01   2.84555e+03   4.11495e+01   2.84585e+03   1.44610e-02   3.51352e-04   5.08090e-06   3.51389e-04   2.92542e+01   2.02298e+03   2.02319e+03
             8   1.21174e+01   1.98004e+02   2.51180e-01   2.99911e+00   2.27317e+00   1.24425e-02   5.77655e+00   3.82850e+01   1.50000e+01   2.84901e+03   4.09059e+01   2.84930e+03   1.43580e-02   3.50927e-04   5.03859e-06   3.50963e-04   2.59192e+01   1.80522e+03   1.80540e+03
             9   1.20582e+01   2.09556e+02   2.81830e-01   3.00008e+00   2.27157e+00   1.24698e-02   5.77758e+00   3.81413e+01   1.50000e+01   2.85241e+03   4.10323e+01   2.85271e+03   1.43851e-02   3.50508e-04   5.04209e-06   3.50544e-04   2.31718e+01   1.61082e+03   1.61098e+03
            10   1.19886e+01   2.19922e+02   3.16220e-01   2.99885e+00   2.26838e+00   1.25437e-02   5.77861e+00   3.80086e+01   1.50000e+01   2.85572e+03   4.13080e+01   2.85602e+03   1.44650e-02   3.50101e-04   5.06420e-06   3.50137e-04   2.07905e+01   1.43730e+03   1.43745e+03
            11   1.18210e+01   2.31345e+02   3.54809e-01   2.99987e+00   2.26692e+00   1.27156e-02   5.77961e+00   3.78902e+01   1.50000e+01   2.85898e+03   4.19049e+01   2.85929e+03   1.46573e-02   3.49700e-04   5.12566e-06   3.49738e-04   1.87971e+01   1.28244e+03   1.28257e+03
            12   1.16586e+01   2.42303e+02   3.98099e-01   2.99538e+00   2.26135e+00   1.28805e-02   5.78058e+00   3.77866e+01   1.50000e+01   2.86215e+03   4.24740e+01   2.86246e+03   1.48399e-02   3.49311e-04   5.18374e-06   3.49350e-04   1.69805e+01   1.14425e+03   1.14437e+03
            13   1.15807e+01   2.52139e+02   4.46679e-01   3.00134e+00   2.26374e+00   1.30574e-02   5.78152e+00   3.76942e+01   1.50000e+01   2.86526e+03   4.30785e+01   2.86558e+03   1.50348e-02   3.48930e-04   5.24609e-06   3.48969e-04   1.53492e+01   1.02091e+03   1.02103e+03
            14   1.15697e+01   2.64645e+02   5.01179e-01   3.00154e+00   2.26179e+00   1.31673e-02   5.78245e+00   3.76100e+01   1.50000e+01   2.86833e+03   4.34554e+01   2.86866e+03   1.51500e-02   3.48554e-04   5.28062e-06   3.48594e-04   1.37997e+01   9.10871e+02   9.10975e+02
            15   1.16084e+01   2.77819e+02   5.62339e-01   3.00259e+00   2.26051e+00   1.32601e-02   5.78337e+00   3.75351e+01   1.50000e+01   2.87139e+03   4.37692e+01   2.87172e+03   1.52432e-02   3.48182e-04   5.30741e-06   3.48223e-04   1.23877e+01   8.12670e+02   8.12764e+02
            16   1.15894e+01   2.89630e+02   6.30949e-01   3.00091e+00   2.25716e+00   1.33661e-02   5.78422e+00   3.74755e+01   1.50000e+01   2.87447e+03   4.41218e+01   2.87481e+03   1.53495e-02   3.47808e-04   5.33868e-06   3.47849e-04   1.11296e+01   7.25077e+02   7.25162e+02
