         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            E'            E"            E*     tan_delta            D'            D"            D*          Eta'          Eta"          Eta*
           [#]          [°C]           [s]          [Hz]           [N]          [µm]         [rad]           [N]          [µm]          [°C]         [MPa]         [MPa]         [MPa]            []       [1/MPa]       [1/MPa]       [1/MPa]        [MPas]        [MPas]        [MPas]
             0   7.25978e+01   0.00000e+00   9.99999e-02   1.12646e+00   2.27071e+00   3.06954e-01   4.51830e+00   2.15693e+02   7.50000e+01   9.20423e+02   3.08586e+02   9.70775e+02   3.35266e-01   9.76675e-04   3.27446e-04   1.03010e-03   4.91131e+02   1.46490e+03   1.54504e+03
             1   7.24832e+01   7.27539e+01   1.12200e-01   1.19778e+00   2.29696e+00   2.83603e-01   4.48966e+00   2.19933e+02   7.50000e+01   9.77952e+02   3.02245e+02   1.02359e+03   3.09060e-01   9.33390e-04   2.88473e-04   9.76951e-04   4.28734e+02   1.38722e+03   1.45196e+03
             2   7.24388e+01   9.52686e+01   1.25890e-01   1.28903e+00   2.38571e+00   2.65311e-01   4.47413e+00   2.22255e+02   7.50000e+01   1.02136e+03   2.94826e+02   1.06306e+03   2.88661e-01   9.03782e-04   2.60887e-04   9.40683e-04   3.72731e+02   1.29124e+03   1.34396e+03
             3   7.23975e+01   1.18102e+02   1.41250e-01   1.28887e+00   2.32149e+00   2.52593e-01   4.46381e+00   2.23809e+02   7.50000e+01   1.05524e+03   2.89781e+02   1.09430e+03   2.74612e-01   8.81201e-04   2.41989e-04   9.13824e-04   3.26514e+02   1.18900e+03   1.23302e+03
             4   7.23646e+01   1.37663e+02   1.58480e-01   1.32017e+00   2.32156e+00   2.41309e-01   4.45532e+00   2.25091e+02   7.50000e+01   1.08597e+03   2.84740e+02   1.12268e+03   2.62198e-01   8.61602e-04   2.25910e-04   8.90726e-04   2.85953e+02   1.09060e+03   1.12746e+03
             5   7.23391e+01   1.55095e+02   1.77820e-01   1.35154e+00   2.31121e+00   2.28212e-01   4.44611e+00   2.26477e+02   7.50000e+01   1.12279e+03   2.78283e+02   1.15676e+03   2.47849e-01   8.39092e-04   2.07968e-04   8.64480e-04   2.49073e+02   1.00494e+03   1.03534e+03
             6   7.23141e+01   1.70937e+02   1.99520e-01   1.37899e+00   2.30749e+00   2.19548e-01   4.43879e+00   2.27585e+02   7.50000e+01   1.15169e+03   2.74608e+02   1.18398e+03   2.38439e-01   8.21579e-04   1.95896e-04   8.44611e-04   2.19052e+02   9.18693e+02   9.44447e+02
             7   7.22915e+01   1.85323e+02   2.23870e-01   1.40470e+00   2.30404e+00   2.11061e-01   4.43313e+00   2.28447e+02   7.50000e+01   1.17903e+03   2.70256e+02   1.20961e+03   2.29218e-01   8.05813e-04   1.84707e-04   8.26711e-04   1.92132e+02   8.38207e+02   8.59945e+02
             8   7.22739e+01   1.98217e+02   2.51180e-01   1.43300e+00   2.30744e+00   2.02926e-01   4.42817e+00   2.29205e+02   7.50000e+01   1.20493e+03   2.65548e+02   1.23385e+03   2.20384e-01   7.91480e-04   1.74430e-04   8.10473e-04   1.68259e+02   7.63481e+02   7.81802e+02
