         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            E'            E"            E*     tan_delta            D'            D"            D*          Eta'          Eta"          Eta*
           [#]          [°C]           [s]          [Hz]           [N]          [µm]         [rad]           [N]          [µm]          [°C]         [MPa]         [MPa]         [MPa]            []       [1/MPa]       [1/MPa]       [1/MPa]        [MPas]        [MPas]        [MPas]
             0   2.35412e+01   0.00000e+00   9.99999e-02   2.93254e+00   2.31283e+00   1.27502e-02   5.66721e+00   5.19387e+01   2.50000e+01   2.72090e+03   3.98333e+01   2.72119e+03   1.46398e-02   3.67447e-04   5.37933e-06   3.67486e-04   6.33967e+01   4.33045e+03   4.33092e+03
             1   2.33951e+01   7.34053e+01   1.12200e-01   2.92885e+00   2.30599e+00   1.26777e-02   5.66839e+00   5.14316e+01   2.50000e+01   2.72625e+03   3.96977e+01   2.72654e+03   1.45613e-02   3.66726e-04   5.34001e-06   3.66765e-04   5.63111e+01   3.86718e+03   3.86758e+03
             2   2.33406e+01   9.59109e+01   1.25890e-01   2.92902e+00   2.30277e+00   1.25886e-02   5.66925e+00   5.11472e+01   2.50000e+01   2.73084e+03   3.94939e+01   2.73113e+03   1.44622e-02   3.66111e-04   5.29476e-06   3.66149e-04   4.99298e+01   3.45244e+03   3.45280e+03
             3   2.32815e+01   1.17884e+02   1.41250e-01   2.92518e+00   2.29696e+00   1.26087e-02   5.66999e+00   5.09456e+01   2.50000e+01   2.73468e+03   3.96191e+01   2.73497e+03   1.44877e-02   3.65597e-04   5.29664e-06   3.65635e-04   4.46413e+01   3.08134e+03   3.08166e+03
             4   2.32246e+01   1.37475e+02   1.58480e-01   2.93227e+00   2.30008e+00   1.25042e-02   5.67068e+00   5.07726e+01   2.50000e+01   2.73803e+03   3.93396e+01   2.73832e+03   1.43678e-02   3.65150e-04   5.24642e-06   3.65188e-04   3.95072e+01   2.74970e+03   2.74998e+03
             5   2.31702e+01   1.54929e+02   1.77820e-01   2.93856e+00   2.30202e+00   1.25298e-02   5.67140e+00   5.05844e+01   2.50000e+01   2.74216e+03   3.94813e+01   2.74244e+03   1.43979e-02   3.64601e-04   5.24948e-06   3.64639e-04   3.53371e+01   2.45433e+03   2.45458e+03
             6   2.31151e+01   1.70770e+02   1.99520e-01   2.93585e+00   2.29755e+00   1.26118e-02   5.67206e+00   5.04284e+01   2.50000e+01   2.74538e+03   3.97845e+01   2.74567e+03   1.44914e-02   3.64172e-04   5.27736e-06   3.64210e-04   3.17357e+01   2.18996e+03   2.19019e+03
             7   2.30617e+01   1.85124e+02   2.23870e-01   2.94448e+00   2.30203e+00   1.26954e-02   5.67267e+00   5.02992e+01   2.50000e+01   2.74851e+03   4.00889e+01   2.74880e+03   1.45857e-02   3.63756e-04   5.30563e-06   3.63795e-04   2.85003e+01   1.95399e+03   1.95420e+03
             8   2.30168e+01   1.98007e+02   2.51180e-01   2.94136e+00   2.29736e+00   1.27781e-02   5.67344e+00   5.01809e+01   2.50000e+01   2.75159e+03   4.03871e+01   2.75188e+03   1.46778e-02   3.63349e-04   5.33315e-06   3.63388e-04   2.55905e+01   1.74349e+03   1.74367e+03
