         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            E'            E"            E*     tan_delta            D'            D"            D*          Eta'          Eta"          Eta*
           [#]          [°C]           [s]          [Hz]           [N]          [µm]         [rad]           [N]          [µm]          [°C]         [MPa]         [MPa]         [MPa]            []       [1/MPa]       [1/MPa]       [1/MPa]        [MPas]        [MPas]        [MPas]
             0   8.31644e+01   0.00000e+00   9.99999e-02   6.16393e-02   2.26703e+00   6.09299e-01   2.71117e+00   4.90491e+02   8.50000e+01   4.15175e+01   2.90715e+01   5.06838e+01   7.00222e-01   1.61619e-02   1.13169e-02   1.97302e-02   4.62687e+01   6.60772e+01   8.06660e+01
             1   8.30249e+01   7.39600e+01   1.12200e-01   7.10174e-02   2.30823e+00   6.55683e-01   2.69549e+00   4.93360e+02   8.50000e+01   4.54025e+01   3.50628e+01   5.73654e+01   7.72265e-01   1.37969e-02   1.06548e-02   1.74321e-02   4.97364e+01   6.44032e+01   8.13725e+01
             2   8.29720e+01   9.85361e+01   1.25890e-01   8.13024e-02   2.39145e+00   6.90583e-01   2.68356e+00   4.95297e+02   8.50000e+01   4.87838e+01   4.04936e+01   6.34003e+01   8.30063e-01   1.21365e-02   1.00741e-02   1.57728e-02   5.11937e+01   6.16745e+01   8.01532e+01
             3   8.29287e+01   1.20498e+02   1.41250e-01   8.54089e-02   2.30520e+00   7.12860e-01   2.67760e+00   4.96243e+02   8.50000e+01   5.21666e+01   4.53266e+01   6.91076e+01   8.68882e-01   1.09230e-02   9.49078e-03   1.44702e-02   5.10723e+01   5.87794e+01   7.78678e+01
             4   8.28942e+01   1.40101e+02   1.58480e-01   9.29368e-02   2.30794e+00   7.29682e-01   2.67344e+00   4.96909e+02   8.50000e+01   5.58583e+01   5.02357e+01   7.51251e+01   8.99341e-01   9.89733e-03   8.90108e-03   1.33111e-02   5.04497e+01   5.60963e+01   7.54451e+01
             5   8.28610e+01   1.57564e+02   1.77820e-01   1.00472e-01   2.28205e+00   7.50627e-01   2.66851e+00   4.97717e+02   8.50000e+01   5.99035e+01   5.62249e+01   8.21564e+01   9.38591e-01   8.87503e-03   8.33002e-03   1.21719e-02   5.03233e+01   5.36158e+01   7.35329e+01
             6   8.28341e+01   1.73418e+02   1.99520e-01   1.09361e-01   2.29655e+00   7.60403e-01   2.66429e+00   4.98381e+02   8.50000e+01   6.41916e+01   6.14769e+01   8.88818e+01   9.57710e-01   8.12554e-03   7.78191e-03   1.12509e-02   4.90396e+01   5.12050e+01   7.09002e+01
             7   8.28081e+01   1.87781e+02   2.23870e-01   1.18501e-01   2.30426e+00   7.68227e-01   2.66225e+00   4.98691e+02   8.50000e+01   6.87997e+01   6.69708e+01   9.60130e+01   9.73416e-01   7.46323e-03   7.26483e-03   1.04153e-02   4.76113e+01   4.89116e+01   6.82582e+01
             8   8.27867e+01   2.00676e+02   2.51180e-01   1.27622e-01   2.30105e+00   7.74252e-01   2.66122e+00   4.98851e+02   8.50000e+01   7.37600e+01   7.27160e+01   1.03577e+02   9.85846e-01   6.87536e-03   6.77805e-03   9.65467e-03   4.60751e+01   4.67366e+01   6.56294e+01
             9   8.27667e+01   2.13045e+02   2.81830e-01   1.37281e-01   2.29818e+00   7.77805e-01   2.66036e+00   4.98987e+02   8.50000e+01   7.91609e+01   7.86486e+01   1.11589e+02   9.93528e-01   6.35726e-03   6.31612e-03   8.96148e-03   4.44145e+01   4.47038e+01   6.30164e+01
            10   8.27516e+01   2.23400e+02   3.16220e-01   1.47204e-01   2.29079e+00   7.79434e-01   2.65963e+00   4.99105e+02   8.50000e+01   8.50186e+01   8.48012e+01   1.20081e+02   9.97443e-01   5.89613e-03   5.88105e-03   8.32773e-03   4.26809e+01   4.27903e+01   6.04373e+01
            11   8.27326e+01   2.34802e+02   3.54809e-01   1.58761e-01   2.29834e+00   7.79147e-01   2.65897e+00   4.99213e+02   8.50000e+01   9.14193e+01   9.11971e+01   1.29129e+02   9.97570e-01   5.48261e-03   5.46929e-03   7.74417e-03   4.09078e+01   4.10075e+01   5.79229e+01
            12   8.27156e+01   2.45759e+02   3.98099e-01   1.70209e-01   2.29450e+00   7.77631e-01   2.65837e+00   4.99313e+02   8.50000e+01   9.83273e+01   9.78625e+01   1.38728e+02   9.95272e-01   5.10915e-03   5.08500e-03   7.20837e-03   3.91241e+01   3.93100e+01   5.54615e+01
            13   8.27034e+01   2.55595e+02   4.46679e-01   1.82589e-01   2.29424e+00   7.74534e-01   2.65780e+00   4.99410e+02   8.50000e+01   1.05821e+02   1.04748e+02   1.48897e+02   9.89867e-01   4.77309e-03   4.72472e-03   6.71606e-03   3.73226e+01   3.77047e+01   5.30530e+01
            14   8.26877e+01   2.68089e+02   5.01179e-01   1.94893e-01   2.28485e+00   7.69980e-01   2.65715e+00   4.99519e+02   8.50000e+01   1.13935e+02   1.11844e+02   1.59657e+02   9.81644e-01   4.46975e-03   4.38770e-03   6.26344e-03   3.55172e+01   3.61814e+01   5.07008e+01
            15   8.26704e+01   2.81263e+02   5.62339e-01   2.09563e-01   2.29468e+00   7.64053e-01   2.65645e+00   4.99637e+02   8.50000e+01   1.22709e+02   1.19130e+02   1.71025e+02   9.70834e-01   4.19526e-03   4.07290e-03   5.84711e-03   3.37165e+01   3.47294e+01   4.84039e+01
            16   8.26554e+01   2.93069e+02   6.30949e-01   2.25144e-01   2.30509e+00   7.57148e-01   2.65574e+00   4.99757e+02   8.50000e+01   1.32133e+02   1.26620e+02   1.83007e+02   9.58278e-01   3.94524e-03   3.78064e-03   5.46426e-03   3.19395e+01   3.33301e+01   4.61630e+01
            17   8.26440e+01   3.03672e+02   7.07939e-01   2.36954e-01   2.27087e+00   7.49123e-01   2.65504e+00   4.99876e+02   8.50000e+01   1.42267e+02   1.34268e+02   1.95621e+02   9.43769e-01   3.71768e-03   3.50863e-03   5.11191e-03   3.01853e+01   3.19838e+01   4.39785e+01
            18   8.26303e+01   3.14446e+02   7.94319e-01   2.57598e-01   2.31391e+00   7.40158e-01   2.65433e+00   4.99996e+02   8.50000e+01   1.53099e+02   1.42033e+02   2.08837e+02   9.27724e-01   3.51042e-03   3.25670e-03   4.78844e-03   2.84587e+01   3.06759e+01   4.18439e+01
            19   8.26241e+01   3.24121e+02   8.91249e-01   2.66259e-01   2.24522e+00   7.30048e-01   2.65363e+00   5.00116e+02   8.50000e+01   1.64656e+02   1.49808e+02   2.22607e+02   9.09829e-01   3.32275e-03   3.02313e-03   4.49222e-03   2.67521e+01   2.94034e+01   3.97521e+01
            20   8.25972e+01   3.50571e+02   9.99999e-01   2.26324e-01   1.79447e+00   7.19086e-01   2.65294e+00   5.00232e+02   8.50000e+01   1.76911e+02   1.57576e+02   2.36913e+02   8.90712e-01   3.15193e-03   2.80746e-03   4.22096e-03   2.50791e+01   2.81563e+01   3.77059e+01
            21   8.25885e+01   3.61086e+02   1.12202e+00   3.09112e-01   2.30817e+00   7.07378e-01   2.65225e+00   5.00348e+02   8.50000e+01   1.89868e+02   1.65304e+02   2.51744e+02   8.70627e-01   2.99594e-03   2.60834e-03   3.97229e-03   2.34479e+01   2.69322e+01   3.57091e+01
            22   8.25838e+01   3.70531e+02   1.25892e+00   3.23557e-01   2.27908e+00   6.95268e-01   2.65155e+00   5.00464e+02   8.50000e+01   2.03473e+02   1.72999e+02   2.67076e+02   8.50230e-01   2.85257e-03   2.42534e-03   3.74425e-03   2.18708e+01   2.57234e+01   3.37643e+01
            23   8.25754e+01   3.79735e+02   1.41253e+00   3.46035e-01   2.30288e+00   6.82720e-01   2.65088e+00   5.00577e+02   8.50000e+01   2.17745e+02   1.80615e+02   2.82904e+02   8.29478e-01   2.72064e-03   2.25671e-03   3.53477e-03   2.03506e+01   2.45342e+01   3.18759e+01
            24   8.25705e+01   3.88635e+02   1.58489e+00   3.66123e-01   2.30576e+00   6.69888e-01   2.65024e+00   5.00683e+02   8.50000e+01   2.32655e+02   1.88137e+02   2.99205e+02   8.08653e-01   2.59881e-03   2.10153e-03   3.34219e-03   1.88928e+01   2.33632e+01   3.00463e+01
            25   8.25623e+01   3.97203e+02   1.77828e+00   3.85367e-01   2.30050e+00   6.56665e-01   2.64966e+00   5.00780e+02   8.50000e+01   2.48193e+02   1.95473e+02   3.15927e+02   7.87584e-01   2.48667e-03   1.95846e-03   3.16529e-03   1.74948e+01   2.22132e+01   2.82753e+01
            26   8.25553e+01   4.05794e+02   1.99526e+00   4.02044e-01   2.27894e+00   6.43114e-01   2.64910e+00   5.00872e+02   8.50000e+01   2.64321e+02   2.02571e+02   3.33017e+02   7.66383e-01   2.38341e-03   1.82660e-03   3.00285e-03   1.61584e+01   2.10840e+01   2.65637e+01
            27   8.25494e+01   4.14533e+02   2.23872e+00   4.27946e-01   2.30699e+00   6.29238e-01   2.64857e+00   5.00960e+02   8.50000e+01   2.81056e+02   2.09406e+02   3.50490e+02   7.45069e-01   2.28792e-03   1.70466e-03   2.85315e-03   1.48871e+01   1.99808e+01   2.49171e+01
            28   8.25445e+01   4.22794e+02   2.51189e+00   4.48000e-01   2.30015e+00   6.15163e-01   2.64807e+00   5.01045e+02   8.50000e+01   2.98394e+02   2.15990e+02   3.68362e+02   7.23842e-01   2.19907e-03   1.59178e-03   2.71472e-03   1.36853e+01   1.89065e+01   2.33397e+01
            29   8.25396e+01   4.30939e+02   2.81838e+00   4.71387e-01   2.30824e+00   6.00981e-01   2.64758e+00   5.01125e+02   8.50000e+01   3.16309e+02   2.22314e+02   3.86620e+02   7.02839e-01   2.11613e-03   1.48730e-03   2.58652e-03   1.25542e+01   1.78621e+01   2.18326e+01
            30   8.25349e+01   4.38899e+02   3.16228e+00   4.93981e-01   2.31005e+00   5.86763e-01   2.64711e+00   5.01204e+02   8.50000e+01   3.34777e+02   2.28369e+02   4.05251e+02   6.82153e-01   2.03849e-03   1.39056e-03   2.46761e-03   1.14936e+01   1.68491e+01   2.03960e+01
            31   8.25303e+01   4.46847e+02   3.54812e+00   5.15714e-01   2.30610e+00   5.72545e-01   2.64668e+00   5.01276e+02   8.50000e+01   3.53790e+02   2.34145e+02   4.24253e+02   6.61820e-01   1.96560e-03   1.30087e-03   2.35708e-03   1.05028e+01   1.58696e+01   1.90303e+01
            32   8.25230e+01   4.54574e+02   3.98106e+00   5.38302e-01   2.30484e+00   5.58352e-01   2.64627e+00   5.01345e+02   8.50000e+01   3.73283e+02   2.39592e+02   4.43558e+02   6.41852e-01   1.89730e-03   1.21778e-03   2.25449e-03   9.57840e+00   1.49231e+01   1.77326e+01
            33   8.25224e+01   4.62367e+02   4.46683e+00   5.62523e-01   2.30944e+00   5.44169e-01   2.64587e+00   5.01413e+02   8.50000e+01   3.93206e+02   2.44654e+02   4.63105e+02   6.22202e-01   1.83342e-03   1.14076e-03   2.15934e-03   8.71710e+00   1.40101e+01   1.65006e+01
            34   8.25173e+01   4.70044e+02   5.01186e+00   5.84201e-01   2.30281e+00   5.30016e-01   2.64546e+00   5.01481e+02   8.50000e+01   4.13540e+02   2.49316e+02   4.82880e+02   6.02884e-01   1.77353e-03   1.06923e-03   2.07091e-03   7.91720e+00   1.31322e+01   1.53342e+01
            35   8.25090e+01   4.77489e+02   5.62341e+00   6.10900e-01   2.31506e+00   5.15903e-01   2.64508e+00   5.01546e+02   8.50000e+01   4.34249e+02   2.53553e+02   5.02853e+02   5.83889e-01   1.71734e-03   1.00274e-03   1.98865e-03   7.17611e+00   1.22902e+01   1.42319e+01
            36   8.25072e+01   4.84950e+02   6.30957e+00   6.32479e-01   2.30709e+00   5.01921e-01   2.64470e+00   5.01610e+02   8.50000e+01   4.55303e+02   2.57392e+02   5.23021e+02   5.65320e-01   1.66442e-03   9.40927e-04   1.91197e-03   6.49254e+00   1.14847e+01   1.31929e+01
            37   8.25024e+01   4.92390e+02   7.07945e+00   6.57448e-01   2.31124e+00   4.88137e-01   2.64431e+00   5.01675e+02   8.50000e+01   4.76629e+02   2.60831e+02   5.43331e+02   5.47242e-01   1.61455e-03   8.83550e-04   1.84050e-03   5.86382e+00   1.07152e+01   1.22148e+01
            38   8.24995e+01   4.99748e+02   7.94328e+00   6.78099e-01   2.30017e+00   4.74603e-01   2.64392e+00   5.01741e+02   8.50000e+01   4.98187e+02   2.63889e+02   5.63762e+02   5.29698e-01   1.56748e-03   8.30288e-04   1.77380e-03   5.28739e+00   9.98190e+00   1.12958e+01
            39   8.24951e+01   5.07024e+02   8.91251e+00   7.09667e-01   2.32547e+00   4.61347e-01   2.64355e+00   5.01804e+02   8.50000e+01   5.19932e+02   2.66566e+02   5.84284e+02   5.12695e-01   1.52300e-03   7.80833e-04   1.71150e-03   4.76021e+00   9.28468e+00   1.04338e+01
            40   8.24911e+01   5.14290e+02   1.00000e+01   7.29283e-01   2.31118e+00   4.48354e-01   2.64319e+00   5.01865e+02   8.50000e+01   5.41837e+02   2.68852e+02   6.04871e+02   4.96186e-01   1.48096e-03   7.34831e-04   1.65324e-03   4.27892e+00   8.62361e+00   9.62683e+00
            41   8.24882e+01   5.21480e+02   1.12202e+01   7.49628e-01   2.29995e+00   4.35651e-01   2.64280e+00   5.01929e+02   8.50000e+01   5.63893e+02   2.70771e+02   6.25534e+02   4.80182e-01   1.44110e-03   6.91992e-04   1.59863e-03   3.84081e+00   7.99865e+00   8.87301e+00
