         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            E'            E"            E*     tan_delta            D'            D"            D*          Eta'          Eta"          Eta*
            26   3.70824e+01   3.86733e+02   1.99526e+00   2.83064e+00   2.30038e+00   1.44851e-02   5.53471e+00   6.81334e+01   4.00000e+01   2.62854e+03   4.22159e+01   2.62888e+03   1.60606e-02   3.80341e-04   6.10849e-06   3.80390e-04   3.36742e+00   2.09670e+02   2.09697e+02
            27   3.70691e+01   3.95473e+02   2.23872e+00   2.83165e+00   2.29925e+00   1.45324e-02   5.53487e+00   6.81586e+01   4.00000e+01   2.63110e+03   4.22204e+01   2.63144e+03   1.60466e-02   3.79971e-04   6.09726e-06   3.80020e-04   3.00153e+00   1.87050e+02   1.87075e+02
            28   3.70645e+01   4.03736e+02   2.51189e+00   2.83531e+00   2.30028e+00   1.45910e-02   5.53501e+00   6.81884e+01   4.00000e+01   2.63366e+03   4.22357e+01   2.63400e+03   1.60369e-02   3.79602e-04   6.08764e-06   3.79651e-04   2.67608e+00   1.66870e+02   1.66892e+02
            29   3.70670e+01   4.11881e+02   2.81838e+00   2.84214e+00   2.30388e+00   1.46752e-02   5.53513e+00   6.82236e+01   4.00000e+01   2.63621e+03   4.23031e+01   2.63655e+03   1.60469e-02   3.79234e-04   6.08554e-06   3.79283e-04   2.38888e+00   1.48868e+02   1.48887e+02
            30   3.70745e+01   4.20082e+02   3.16228e+00   2.84529e+00   2.30449e+00   1.47766e-02   5.53522e+00   6.82645e+01   4.00000e+01   2.63876e+03   4.23938e+01   2.63910e+03   1.60658e-02   3.78869e-04   6.08684e-06   3.78917e-04   2.13365e+00   1.32807e+02   1.32824e+02
            31   3.70820e+01   4.28109e+02   3.54812e+00   2.84365e+00   2.30124e+00   1.49119e-02   5.53528e+00   6.83110e+01   4.00000e+01   2.64129e+03   4.25554e+01   2.64163e+03   1.61116e-02   3.78505e-04   6.09832e-06   3.78554e-04   1.90887e+00   1.18478e+02   1.18493e+02
            32   3.70917e+01   4.35838e+02   3.98106e+00   2.84719e+00   2.30218e+00   1.50691e-02   5.53531e+00   6.83625e+01   4.00000e+01   2.64382e+03   4.27472e+01   2.64417e+03   1.61687e-02   3.78142e-04   6.11407e-06   3.78191e-04   1.70895e+00   1.05695e+02   1.05708e+02
            33   3.71013e+01   4.43630e+02   4.46683e+00   2.85149e+00   2.30374e+00   1.52496e-02   5.53530e+00   6.84185e+01   4.00000e+01   2.64634e+03   4.29696e+01   2.64669e+03   1.62374e-02   3.77781e-04   6.13417e-06   3.77831e-04   1.53102e+00   9.42901e+01   9.43025e+01
            34   3.71073e+01   4.51311e+02   5.01186e+00   2.85167e+00   2.30199e+00   1.54293e-02   5.53527e+00   6.84780e+01   4.00000e+01   2.64884e+03   4.31441e+01   2.64919e+03   1.62879e-02   3.77424e-04   6.14744e-06   3.77474e-04   1.37007e+00   8.41156e+01   8.41268e+01
            35   3.71186e+01   4.59072e+02   5.62341e+00   2.85533e+00   2.30307e+00   1.56254e-02   5.53521e+00   6.85406e+01   4.00000e+01   2.65130e+03   4.33166e+01   2.65166e+03   1.63378e-02   3.77072e-04   6.16055e-06   3.77123e-04   1.22595e+00   7.50377e+01   7.50477e+01
            36   3.71328e+01   4.66740e+02   6.30957e+00   2.85831e+00   2.30363e+00   1.58257e-02   5.53511e+00   6.86068e+01   4.00000e+01   2.65374e+03   4.34445e+01   2.65410e+03   1.63710e-02   3.76726e-04   6.16739e-06   3.76776e-04   1.09586e+00   6.69389e+01   6.69479e+01
            37   3.71510e+01   4.74323e+02   7.07945e+00   2.85701e+00   2.30075e+00   1.60520e-02   5.53498e+00   6.86770e+01   4.00000e+01   2.65615e+03   4.35867e+01   2.65651e+03   1.64097e-02   3.76383e-04   6.17634e-06   3.76434e-04   9.79885e-01   5.97137e+01   5.97217e+01
            38   3.71691e+01   4.81813e+02   7.94328e+00   2.85513e+00   2.29743e+00   1.62834e-02   5.53480e+00   6.87522e+01   4.00000e+01   2.65854e+03   4.36717e+01   2.65890e+03   1.64269e-02   3.76045e-04   6.17726e-06   3.76095e-04   8.75025e-01   5.32677e+01   5.32749e+01
            39   3.71900e+01   4.89206e+02   8.91251e+00   2.86716e+00   2.30531e+00   1.65519e-02   5.53457e+00   6.88314e+01   4.00000e+01   2.66091e+03   4.37886e+01   2.66127e+03   1.64562e-02   3.75709e-04   6.18275e-06   3.75760e-04   7.81954e-01   4.75172e+01   4.75237e+01
            40   3.72117e+01   4.96575e+02   1.00000e+01   2.86274e+00   2.29994e+00   1.68408e-02   5.53431e+00   6.89129e+01   4.00000e+01   2.66330e+03   4.38770e+01   2.66366e+03   1.64747e-02   3.75372e-04   6.18413e-06   3.75423e-04   6.98324e-01   4.23878e+01   4.23935e+01
            41   3.72340e+01   5.03923e+02   1.12202e+01   2.86473e+00   2.29969e+00   1.71648e-02   5.53403e+00   6.89961e+01   4.00000e+01   2.66574e+03   4.39714e+01   2.66611e+03   1.64950e-02   3.75028e-04   6.18607e-06   3.75079e-04   6.23721e-01   3.78128e+01   3.78179e+01
            42   3.72564e+01   5.11278e+02   1.25893e+01   2.87035e+00   2.30224e+00   1.75270e-02   5.53354e+00   6.90806e+01   4.00000e+01   2.66832e+03   4.40702e+01   2.66868e+03   1.65161e-02   3.74666e-04   6.18802e-06   3.74717e-04   5.57141e-01   3.37332e+01   3.37378e+01
            43   3.72845e+01   5.18535e+02   1.41254e+01   2.87469e+00   2.30362e+00   1.79468e-02   5.53264e+00   6.91660e+01   4.00000e+01   2.67107e+03   4.42197e+01   2.67144e+03   1.65550e-02   3.74279e-04   6.19619e-06   3.74330e-04   4.98237e-01   3.00958e+01   3.01000e+01
            44   3.73141e+01   5.25906e+02   1.58489e+01   2.87415e+00   2.30090e+00   1.84476e-02   5.53154e+00   6.92518e+01   4.00000e+01   2.67408e+03   4.44779e+01   2.67445e+03   1.66330e-02   3.73857e-04   6.21837e-06   3.73909e-04   4.46647e-01   2.68531e+01   2.68568e+01
            45   3.73411e+01   5.33276e+02   1.77828e+01   2.87666e+00   2.30047e+00   1.90021e-02   5.53042e+00   6.93387e+01   4.00000e+01   2.67726e+03   4.47422e+01   2.67764e+03   1.67119e-02   3.73411e-04   6.24042e-06   3.73464e-04   4.00440e-01   2.39613e+01   2.39647e+01
            46   3.73695e+01   5.40671e+02   1.99526e+01   2.88312e+00   2.30324e+00   1.96561e-02   5.52928e+00   6.94255e+01   4.00000e+01   2.68038e+03   4.51285e+01   2.68076e+03   1.68367e-02   3.72976e-04   6.27967e-06   3.73029e-04   3.59974e-01   2.13804e+01   2.13834e+01
            47   3.73984e+01   5.48012e+02   2.23872e+01   2.87864e+00   2.29752e+00   2.03910e-02   5.52816e+00   6.95093e+01   4.00000e+01   2.68313e+03   4.55526e+01   2.68352e+03   1.69774e-02   3.72591e-04   6.32562e-06   3.72645e-04   3.23842e-01   1.90749e+01   1.90777e+01
            48   3.74253e+01   5.55334e+02   2.51189e+01   2.88298e+00   2.29917e+00   2.10219e-02   5.52702e+00   6.95924e+01   4.00000e+01   2.68542e+03   4.54143e+01   2.68580e+03   1.69114e-02   3.72275e-04   6.29570e-06   3.72328e-04   2.87748e-01   1.70150e+01   1.70175e+01
            49   3.74539e+01   5.62614e+02   2.81838e+01   2.89059e+00   2.30391e+00   2.13805e-02   5.52587e+00   6.96763e+01   4.00000e+01   2.68705e+03   4.41597e+01   2.68742e+03   1.64342e-02   3.72054e-04   6.11443e-06   3.72104e-04   2.49371e-01   1.51739e+01   1.51759e+01
            50   3.74832e+01   5.69902e+02   3.16228e+01   2.88451e+00   2.29820e+00   2.17258e-02   5.52473e+00   6.97594e+01   4.00000e+01   2.68803e+03   4.25575e+01   2.68836e+03   1.58323e-02   3.71927e-04   5.88845e-06   3.71974e-04   2.14189e-01   1.35286e+01   1.35303e+01
            51   3.75098e+01   5.77178e+02   3.54813e+01   2.89189e+00   2.30330e+00   2.19884e-02   5.52368e+00   6.98412e+01   4.00000e+01   2.68882e+03   4.03667e+01   2.68913e+03   1.50128e-02   3.71826e-04   5.58213e-06   3.71868e-04   1.81069e-01   1.20610e+01   1.20623e+01
            52   3.75391e+01   5.84875e+02   3.98107e+01   2.89007e+00   2.30101e+00   2.23322e-02   5.52302e+00   6.99222e+01   4.00000e+01   2.68963e+03   3.80577e+01   2.68990e+03   1.41498e-02   3.71724e-04   5.25981e-06   3.71761e-04   1.52147e-01   1.07526e+01   1.07537e+01
            53   3.75717e+01   5.93352e+02   4.46684e+01   2.87280e+00   2.28659e+00   2.33868e-02   5.52252e+00   7.00038e+01   4.00000e+01   2.69009e+03   3.75326e+01   2.69035e+03   1.39522e-02   3.71662e-04   5.18549e-06   3.71698e-04   1.33730e-01   9.58489e+00   9.58583e+00
            54   3.76011e+01   6.00343e+02   5.01187e+01   2.88971e+00   2.29926e+00   2.53212e-02   5.52200e+00   7.00855e+01   4.00000e+01   2.69054e+03   3.92720e+01   2.69083e+03   1.45963e-02   3.71593e-04   5.42388e-06   3.71632e-04   1.24711e-01   8.54398e+00   8.54489e+00
            55   3.76342e+01   6.07324e+02   5.62341e+01   2.88973e+00   2.29767e+00   2.83741e-02   5.52146e+00   7.01681e+01   4.00000e+01   2.69191e+03   4.39778e+01   2.69227e+03   1.63370e-02   3.71385e-04   6.06732e-06   3.71434e-04   1.24467e-01   7.61869e+00   7.61971e+00
            56   3.76768e+01   6.15798e+02   6.30957e+01   2.89904e+00   2.30363e+00   3.03947e-02   5.52091e+00   7.02519e+01   4.00000e+01   2.69292e+03   4.48934e+01   2.69330e+03   1.66709e-02   3.71241e-04   6.18891e-06   3.71292e-04   1.13241e-01   6.79273e+00   6.79367e+00
            57   3.77310e+01   6.24258e+02   7.07946e+01   2.89146e+00   2.29551e+00   3.28949e-02   5.52035e+00   7.03345e+01   4.00000e+01   2.69459e+03   4.66570e+01   2.69499e+03   1.73151e-02   3.71003e-04   6.42395e-06   3.71059e-04   1.04891e-01   6.05776e+00   6.05867e+00
            58   3.77917e+01   6.32695e+02   7.94328e+01   2.90568e+00   2.30369e+00   3.62933e-02   5.51979e+00   7.04151e+01   4.00000e+01   2.69725e+03   5.05012e+01   2.69773e+03   1.87232e-02   3.70617e-04   6.93914e-06   3.70682e-04   1.01186e-01   5.40433e+00   5.40528e+00
            59   3.78477e+01   6.41138e+02   8.91251e+01   2.90905e+00   2.30317e+00   3.89060e-02   5.51927e+00   7.04874e+01   4.00000e+01   2.69973e+03   5.10773e+01   2.70021e+03   1.89194e-02   3.70275e-04   7.00540e-06   3.70341e-04   9.12112e-02   4.82103e+00   4.82190e+00
]9[JAL03-01_Freq0.1-100_
