         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            E'            E"            E*     tan_delta            D'            D"            D*          Eta'          Eta"          Eta*
           [#]          [°C]           [s]          [Hz]           [N]          [µm]         [rad]           [N]          [µm]          [°C]         [MPa]         [MPa]         [MPa]            []       [1/MPa]       [1/MPa]       [1/MPa]        [MPas]        [MPas]        [MPas]
             0   4.32015e+01   0.00000e+00   9.99999e-02   2.66378e+00   2.30511e+00   2.13647e-02   5.44248e+00   7.95185e+01   4.50000e+01   2.44592e+03   5.93223e+01   2.44664e+03   2.42536e-02   4.08604e-04   9.91010e-06   4.08724e-04   9.44146e+01   3.89281e+03   3.89395e+03
             1   4.29555e+01   7.34326e+01   1.12200e-01   2.66779e+00   2.30319e+00   2.02737e-02   5.44764e+00   7.90502e+01   4.50000e+01   2.45252e+03   5.64564e+01   2.45317e+03   2.30198e-02   4.07528e-04   9.38121e-06   4.07636e-04   8.00832e+01   3.47889e+03   3.47981e+03
             2   4.28750e+01   9.59409e+01   1.25890e-01   2.67191e+00   2.30249e+00   1.94726e-02   5.44958e+00   7.87961e+01   4.50000e+01   2.45774e+03   5.43482e+01   2.45834e+03   2.21131e-02   4.06680e-04   8.99295e-06   4.06779e-04   6.87091e+01   3.10717e+03   3.10793e+03
             3   4.27967e+01   1.17916e+02   1.41250e-01   2.67343e+00   2.30001e+00   1.89367e-02   5.45065e+00   7.86332e+01   4.50000e+01   2.46238e+03   5.29580e+01   2.46295e+03   2.15068e-02   4.05923e-04   8.73012e-06   4.06017e-04   5.96711e+01   2.77452e+03   2.77516e+03
             4   4.27231e+01   1.37505e+02   1.58480e-01   2.67401e+00   2.29669e+00   1.86295e-02   5.45153e+00   7.85030e+01   4.50000e+01   2.46707e+03   5.22035e+01   2.46762e+03   2.11601e-02   4.05158e-04   8.57318e-06   4.05248e-04   5.24259e+01   2.47758e+03   2.47814e+03
             5   4.26597e+01   1.54959e+02   1.77820e-01   2.68487e+00   2.30206e+00   1.83160e-02   5.45263e+00   7.83586e+01   4.50000e+01   2.47192e+03   5.14291e+01   2.47246e+03   2.08053e-02   4.04368e-04   8.41300e-06   4.04456e-04   4.60308e+01   2.21246e+03   2.21294e+03
             6   4.25997e+01   1.70801e+02   1.99520e-01   2.68708e+00   2.30075e+00   1.82505e-02   5.45335e+00   7.82458e+01   4.50000e+01   2.47586e+03   5.13273e+01   2.47639e+03   2.07311e-02   4.03727e-04   8.36972e-06   4.03814e-04   4.09433e+01   1.97497e+03   1.97539e+03
             7   4.25529e+01   1.85155e+02   2.23870e-01   2.68757e+00   2.29807e+00   1.81673e-02   5.45383e+00   7.81614e+01   4.50000e+01   2.47968e+03   5.11699e+01   2.48021e+03   2.06357e-02   4.03106e-04   8.31837e-06   4.03192e-04   3.63780e+01   1.76287e+03   1.76325e+03
             8   4.25071e+01   1.98037e+02   2.51180e-01   2.69412e+00   2.30063e+00   1.79924e-02   5.45427e+00   7.80898e+01   4.50000e+01   2.48342e+03   5.07468e+01   2.48394e+03   2.04343e-02   4.02502e-04   8.22484e-06   4.02587e-04   3.21547e+01   1.57357e+03   1.57390e+03
