         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            G'            G"            G*     tan_delta            J'            J"            J*          Eta'          Eta"          Eta*
            14  -8.77049e+01   2.83627e+03   3.16228e+00   5.00252e+00   4.04649e-01   7.12414e-02  -1.25906e-01  -1.44449e+01  -1.00000e+02   5.28910e+01   4.10183e+00   5.30498e+01   7.75525e-02   1.87938e-02   1.45751e-03   1.88502e-02   2.06442e-01   2.66196e+00   2.66996e+00
            15  -8.78223e+01   2.84417e+03   5.62341e+00   4.99773e+00   3.99762e-01   6.91089e-02  -1.26186e-01  -1.44443e+01  -1.00000e+02   5.35592e+01   3.99170e+00   5.37078e+01   7.45287e-02   1.85678e-02   1.38383e-03   1.86193e-02   1.12974e-01   1.51584e+00   1.52005e+00
            16  -8.79249e+01   2.85171e+03   1.00000e+01   4.99085e+00   3.93396e-01   6.70514e-02  -1.26124e-01  -1.44448e+01  -1.00000e+02   5.44459e+01   3.86696e+00   5.45831e+01   7.10239e-02   1.82747e-02   1.29794e-03   1.83207e-02   6.15446e-02   8.66534e-01   8.68717e-01
            17  -8.80412e+01   2.85904e+03   1.77828e+01   4.99444e+00   3.87498e-01   6.78085e-02  -1.26276e-01  -1.44457e+01  -1.00000e+02   5.54063e+01   3.85636e+00   5.55404e+01   6.96014e-02   1.79615e-02   1.25014e-03   1.80049e-02   3.45142e-02   4.95883e-01   4.97083e-01
            18  -8.81505e+01   2.86627e+03   3.16228e+01   5.00045e+00   3.79984e-01   7.77386e-02  -1.26603e-01  -1.44475e+01  -1.00000e+02   5.66477e+01   4.33699e+00   5.68135e+01   7.65607e-02   1.75501e-02   1.34365e-03   1.76015e-02   2.18277e-02   2.85103e-01   2.85938e-01
            19  -8.82579e+01   2.87338e+03   5.62341e+01   4.99599e+00   3.72234e-01   8.83198e-02  -1.26865e-01  -1.44501e+01  -1.00000e+02   5.78277e+01   4.68182e+00   5.80169e+01   8.09616e-02   1.71801e-02   1.39093e-03   1.72363e-02   1.32506e-02   1.63665e-01   1.64201e-01
            20  -8.83687e+01   2.88055e+03   1.00000e+02   4.99458e+00   3.64360e-01   1.03846e-01  -1.26937e-01  -1.44534e+01  -1.00000e+02   5.90172e+01   5.01755e+00   5.92301e+01   8.50186e-02   1.68226e-02   1.43024e-03   1.68833e-02   7.98569e-03   9.39287e-02   9.42676e-02
            21  -8.84803e+01   2.88764e+03   1.77828e+02   4.98764e+00   3.55047e-01   1.30932e-01  -1.26782e-01  -1.44574e+01  -1.00000e+02   6.00917e+01   5.50153e+00   6.03430e+01   9.15523e-02   1.65029e-02   1.51088e-03   1.65719e-02   4.92384e-03   5.37817e-02   5.40066e-02
            22  -8.85899e+01   2.89470e+03   3.16228e+02   4.99803e+00   3.46157e-01   1.57153e-01  -1.26519e-01  -1.44620e+01  -1.00000e+02   6.03425e+01   4.73334e+00   6.05279e+01   7.84412e-02   1.64707e-02   1.29198e-03   1.65213e-02   2.38225e-03   3.03699e-02   3.04632e-02
            23  -8.86987e+01   2.90167e+03   5.62341e+02   5.00309e+00   3.07935e-01   2.12382e-01  -1.26537e-01  -1.44663e+01  -1.00000e+02   6.28308e+01   4.14431e+00   6.29673e+01   6.59598e-02   1.58468e-02   1.04525e-03   1.58813e-02   1.17293e-03   1.77825e-02   1.78211e-02
£]2[JJA01-02
