         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            G'            G"            G*     tan_delta            J'            J"            J*          Eta'          Eta"          Eta*
            10  -5.98184e+01   2.79702e+03   3.16220e-01   4.99825e+00   6.45538e-01   7.52445e-02  -8.03243e-02  -9.56551e+00  -6.00000e+01   3.19300e+01   2.54945e+00   3.20316e+01   7.98452e-02   3.11202e-02   2.48479e-03   3.12192e-02   1.28315e+00   1.60705e+01   1.61217e+01
            11  -5.99740e+01   2.80897e+03   5.62339e-01   4.99982e+00   5.57644e-01   1.37861e-01  -8.18694e-02  -9.53886e+00  -6.00000e+01   3.70233e+01   5.49636e+00   3.74291e+01   1.48457e-01   2.64275e-02   3.92334e-03   2.67172e-02   1.55560e+00   1.04785e+01   1.05933e+01
            12  -6.00896e+01   2.81767e+03   9.99999e-01   4.99683e+00   5.18110e-01   1.61922e-01  -8.36495e-02  -9.48944e+00  -6.00000e+01   3.98524e+01   7.00161e+00   4.04628e+01   1.75689e-01   2.43413e-02   4.27648e-03   2.47141e-02   1.11434e+00   6.34271e+00   6.43986e+00
            13  -6.02255e+01   2.82667e+03   1.77828e+00   4.99918e+00   5.02519e-01   1.59185e-01  -8.52073e-02  -9.42223e+00  -6.00000e+01   4.12271e+01   7.12582e+00   4.18384e+01   1.72843e-01   2.35523e-02   4.07085e-03   2.39015e-02   6.37757e-01   3.68980e+00   3.74451e+00
            14  -6.03609e+01   2.83468e+03   3.16228e+00   4.99811e+00   4.95873e-01   1.34925e-01  -8.61402e-02  -9.36024e+00  -6.00000e+01   4.20027e+01   6.12239e+00   4.24466e+01   1.45762e-01   2.33127e-02   3.39810e-03   2.35590e-02   3.08135e-01   2.11397e+00   2.13631e+00
            15  -6.05029e+01   2.84258e+03   5.62341e+00   4.99917e+00   4.89725e-01   1.26938e-01  -8.67804e-02  -9.30435e+00  -6.00000e+01   4.26413e+01   5.81480e+00   4.30359e+01   1.36366e-01   2.30233e-02   3.13959e-03   2.32364e-02   1.64572e-01   1.20684e+00   1.21801e+00
            16  -6.06470e+01   2.85012e+03   1.00000e+01   4.99260e+00   4.80613e-01   1.19679e-01  -8.73863e-02  -9.25074e+00  -6.00000e+01   4.35084e+01   5.53624e+00   4.38592e+01   1.27245e-01   2.26179e-02   2.87802e-03   2.28002e-02   8.81120e-02   6.92457e-01   6.98041e-01
            17  -6.07978e+01   2.85745e+03   1.77828e+01   4.98573e+00   4.69204e-01   1.14605e-01  -8.79685e-02  -9.20068e+00  -6.00000e+01   4.46301e+01   5.33524e+00   4.49479e+01   1.19544e-01   2.20907e-02   2.64080e-03   2.22480e-02   4.77501e-02   3.99437e-01   4.02281e-01
            18  -6.09480e+01   2.86469e+03   3.16228e+01   4.99415e+00   4.57037e-01   1.17177e-01  -8.85296e-02  -9.15544e+00  -6.00000e+01   4.59997e+01   5.44934e+00   4.63213e+01   1.18465e-01   2.14384e-02   2.53970e-03   2.15883e-02   2.74261e-02   2.31513e-01   2.33132e-01
            19  -6.10970e+01   2.87180e+03   5.62341e+01   4.99734e+00   4.44279e-01   1.20519e-01  -8.90129e-02  -9.11579e+00  -6.00000e+01   4.74528e+01   5.45556e+00   4.77653e+01   1.14968e-01   2.07987e-02   2.39119e-03   2.09357e-02   1.54404e-02   1.34302e-01   1.35186e-01
            20  -6.12543e+01   2.87892e+03   1.00000e+02   4.99614e+00   4.31294e-01   1.28327e-01  -8.93613e-02  -9.07851e+00  -6.00000e+01   4.88969e+01   5.40614e+00   4.91949e+01   1.10562e-01   2.02042e-02   2.23381e-03   2.03273e-02   8.60414e-03   7.78219e-02   7.82961e-02
            21  -6.14143e+01   2.88601e+03   1.77828e+02   4.99019e+00   4.17375e-01   1.45991e-01  -8.97590e-02  -9.04559e+00  -6.00000e+01   5.02145e+01   5.35625e+00   5.04994e+01   1.06667e-01   1.96905e-02   2.10033e-03   1.98022e-02   4.79381e-03   4.49417e-02   4.51966e-02
            22  -6.15704e+01   2.89306e+03   3.16228e+02   5.00062e+00   4.04830e-01   1.64240e-01  -9.05350e-02  -9.01853e+00  -6.00000e+01   5.07595e+01   4.31365e+00   5.09425e+01   8.49821e-02   1.95595e-02   1.66220e-03   1.96300e-02   2.17102e-03   2.55469e-02   2.56389e-02
            23  -6.17280e+01   2.90002e+03   5.62341e+02   5.01964e+00   3.55939e-01   2.12619e-01  -9.14380e-02  -8.99764e+00  -6.00000e+01   5.37002e+01   3.50137e+00   5.38142e+01   6.52022e-02   1.85431e-02   1.20905e-03   1.85825e-02   9.90964e-04   1.51983e-02   1.52306e-02
£]4[JJA01-02
