         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            G'            G"            G*     tan_delta            J'            J"            J*          Eta'          Eta"          Eta*
             9   1.22171e+02   2.69123e+03   1.77820e-01   6.04310e-02   2.98259e+00   8.54047e-01   5.46570e-01  -7.19625e+01   1.20000e+02   5.19416e-02   5.96166e-02   7.90701e-02   1.14776e+00   8.30790e+00   9.53550e+00   1.26470e+01   5.33590e-02   4.64896e-02   7.07705e-02
            10   1.22170e+02   2.70415e+03   3.16220e-01   8.46636e-02   3.02275e+00   8.37949e-01   5.46726e-01  -7.19869e+01   1.20000e+02   7.31224e-02   8.12505e-02   1.09309e-01   1.11116e+00   6.11978e+00   6.80004e+00   9.14835e+00   4.08938e-02   3.68029e-02   5.50160e-02
            11   1.22170e+02   2.71613e+03   5.62339e-01   1.14626e-01   3.01785e+00   8.08539e-01   5.46903e-01  -7.20143e+01   1.20000e+02   1.02365e-01   1.07224e-01   1.48242e-01   1.04747e+00   4.65811e+00   4.87923e+00   6.74573e+00   3.03470e-02   2.89717e-02   4.19559e-02
            12   1.22169e+02   2.72488e+03   9.99999e-01   1.56103e-01   3.08506e+00   7.64399e-01   5.47093e-01  -7.20437e+01   1.20000e+02   1.42559e-01   1.36688e-01   1.97501e-01   9.58817e-01   3.65474e+00   3.50423e+00   5.06327e+00   2.17546e-02   2.26890e-02   3.14333e-02
            13   1.22168e+02   2.73391e+03   1.77828e+00   2.03307e-01   3.07812e+00   7.11122e-01   5.47250e-01  -7.20678e+01   1.20000e+02   1.95367e-01   1.68246e-01   2.57828e-01   8.61177e-01   2.93896e+00   2.53096e+00   3.87856e+00   1.50579e-02   1.74853e-02   2.30754e-02
            14   1.22168e+02   2.74227e+03   3.16228e+00   2.61187e-01   3.09177e+00   6.51480e-01   5.47364e-01  -7.20853e+01   1.20000e+02   2.62358e-01   1.99854e-01   3.29808e-01   7.61758e-01   2.41197e+00   1.83734e+00   3.03207e+00   1.00585e-02   1.32043e-02   1.65990e-02
            15   1.22169e+02   2.75000e+03   5.62341e+00   3.27572e-01   3.09323e+00   5.88649e-01   5.47478e-01  -7.21027e+01   1.20000e+02   3.44161e-01   2.29206e-01   4.13500e-01   6.65985e-01   2.01285e+00   1.34053e+00   2.41838e+00   6.48703e-03   9.74051e-03   1.17030e-02
            16   1.22168e+02   2.75752e+03   1.00000e+01   4.01467e-01   3.08563e+00   5.26077e-01   5.47600e-01  -7.21214e+01   1.20000e+02   4.39981e-01   2.54141e-01   5.08105e-01   5.77619e-01   1.70422e+00   9.84392e-01   1.96810e+00   4.04479e-03   7.00252e-03   8.08675e-03
            17   1.22168e+02   2.76482e+03   1.77828e+01   4.83195e-01   3.07614e+00   4.67605e-01   5.47748e-01  -7.21438e+01   1.20000e+02   5.48855e-01   2.74136e-01   6.13508e-01   4.99469e-01   1.45820e+00   7.28325e-01   1.62997e+00   2.45350e-03   4.91222e-03   5.49086e-03
            18   1.22171e+02   2.77197e+03   3.16228e+01   5.61697e-01   3.08292e+00   4.24943e-01   5.47953e-01  -7.21750e+01   1.20000e+02   6.50667e-01   2.88056e-01   7.11578e-01   4.42709e-01   1.28503e+00   5.68895e-01   1.40533e+00   1.44977e-03   3.27476e-03   3.58132e-03
            19   1.22169e+02   2.77901e+03   5.62341e+01   6.53449e-01   3.05571e+00   3.86334e-01   5.48255e-01  -7.22209e+01   1.20000e+02   7.77826e-01   3.02957e-01   8.34743e-01   3.89492e-01   1.11629e+00   4.34785e-01   1.19797e+00   8.57435e-04   2.20142e-03   2.36251e-03
            20   1.22170e+02   2.78613e+03   1.00000e+02   7.45623e-01   3.01218e+00   3.57838e-01   5.48585e-01  -7.22709e+01   1.20000e+02   9.11854e-01   3.13237e-01   9.64155e-01   3.43516e-01   9.80915e-01   3.36960e-01   1.03718e+00   4.98532e-04   1.45126e-03   1.53450e-03
            21   1.22171e+02   2.79322e+03   1.77828e+02   8.40576e-01   2.98323e+00   3.44508e-01   5.48948e-01  -7.23258e+01   1.20000e+02   1.04189e+00   3.17917e-01   1.08932e+00   3.05134e-01   8.78041e-01   2.67920e-01   9.18007e-01   2.84533e-04   9.32487e-04   9.74932e-04
            22   1.22172e+02   2.80043e+03   3.16228e+02   9.45747e-01   3.02600e+00   3.39508e-01   5.49478e-01  -7.24064e+01   1.20000e+02   1.14134e+00   2.95304e-01   1.17892e+00   2.58735e-01   8.21191e-01   2.12471e-01   8.48232e-01   1.48624e-04   5.74427e-04   5.93342e-04
            23   1.22170e+02   2.80779e+03   5.62341e+02   1.15949e+00   2.99291e+00   3.44247e-01   5.50252e-01  -7.25245e+01   1.20000e+02   1.32127e+00   2.55789e-01   1.34580e+00   1.93593e-01   7.29505e-01   1.41227e-01   7.43050e-01   7.23940e-05   3.73949e-04   3.80892e-04
£]13[JJA01-02
