         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            G'            G"            G*     tan_delta            J'            J"            J*          Eta'          Eta"          Eta*
            10  -1.70303e+00   2.79103e+03   3.16220e-01   4.99914e+00   4.62201e-01   3.44958e-01  -5.59585e-02   2.69280e+00   0.00000e+00   4.24499e+01   1.66561e+01   4.56007e+01   3.92370e-01   2.04143e-02   8.00995e-03   2.19295e-02   8.38308e+00   2.13653e+01   2.29510e+01
            11  -1.70340e+00   2.80298e+03   5.62339e-01   5.00018e+00   4.17547e-01   3.13527e-01  -5.59159e-02   2.68501e+00   0.00000e+00   4.80093e+01   1.71438e+01   5.09784e+01   3.57094e-01   1.84736e-02   6.59683e-03   1.96161e-02   4.85210e+00   1.35877e+01   1.44281e+01
            12  -1.70588e+00   2.81167e+03   9.99999e-01   4.99804e+00   3.79395e-01   2.90531e-01  -5.58515e-02   2.67916e+00   0.00000e+00   5.37491e+01   1.78597e+01   5.66386e+01   3.32279e-01   1.67551e-02   5.56735e-03   1.76558e-02   2.84246e+00   8.55445e+00   9.01433e+00
            13  -1.70726e+00   2.82068e+03   1.77828e+00   4.99793e+00   3.45148e-01   2.72150e-01  -5.57961e-02   2.67439e+00   0.00000e+00   6.00555e+01   1.88068e+01   6.29314e+01   3.13156e-01   1.51642e-02   4.74875e-03   1.58903e-02   1.68320e+00   5.37494e+00   5.63233e+00
            14  -1.70835e+00   2.82868e+03   3.16228e+00   5.00101e+00   3.14313e-01   2.55064e-01  -5.57640e-02   2.67159e+00   0.00000e+00   6.71068e+01   1.98324e+01   6.99760e+01   2.95535e-01   1.37047e-02   4.05020e-03   1.42906e-02   9.98149e-01   3.37743e+00   3.52184e+00
            15  -1.70791e+00   2.83658e+03   5.62341e+00   4.99572e+00   2.86594e-01   2.39016e-01  -5.57464e-02   2.67064e+00   0.00000e+00   7.47994e+01   2.08540e+01   7.76520e+01   2.78798e-01   1.24049e-02   3.45846e-03   1.28780e-02   5.90213e-01   2.11699e+00   2.19772e+00
            16  -1.70849e+00   2.84412e+03   1.00000e+01   4.99356e+00   2.62429e-01   2.25168e-01  -5.57352e-02   2.67073e+00   0.00000e+00   8.30798e+01   2.19353e+01   8.59267e+01   2.64027e-01   1.12522e-02   2.97089e-03   1.16378e-02   3.49111e-01   1.32226e+00   1.36757e+00
            17  -1.70928e+00   2.85145e+03   1.77828e+01   4.99688e+00   2.41344e-01   2.14916e-01  -5.57202e-02   2.67046e+00   0.00000e+00   9.19618e+01   2.32160e+01   9.48470e+01   2.52452e-01   1.02226e-02   2.58071e-03   1.05433e-02   2.07781e-01   8.23052e-01   8.48875e-01
            18  -1.70876e+00   2.85868e+03   3.16228e+01   4.98963e+00   2.23505e-01   2.13317e-01  -5.57052e-02   2.67033e+00   0.00000e+00   1.00592e+02   2.50763e+01   1.03670e+02   2.49288e-01   9.35952e-03   2.33321e-03   9.64596e-03   1.26207e-01   5.06271e-01   5.21765e-01
            19  -1.70801e+00   2.86580e+03   5.62341e+01   5.00793e+00   2.07434e-01   2.13271e-01  -5.56926e-02   2.67061e+00   0.00000e+00   1.10544e+02   2.70438e+01   1.13804e+02   2.44643e-01   8.53536e-03   2.08812e-03   8.78707e-03   7.65398e-02   3.12863e-01   3.22089e-01
            20  -1.70774e+00   2.87291e+03   1.00000e+02   4.99779e+00   1.91907e-01   2.18567e-01  -5.56788e-02   2.67071e+00   0.00000e+00   1.21045e+02   2.90551e+01   1.24483e+02   2.40035e-01   7.81133e-03   1.87499e-03   8.03321e-03   4.62426e-02   1.92649e-01   1.98121e-01
            21  -1.70710e+00   2.88000e+03   1.77828e+02   4.98749e+00   1.78095e-01   2.29081e-01  -5.56655e-02   2.67081e+00   0.00000e+00   1.31557e+02   3.02101e+01   1.34982e+02   2.29634e-01   7.22049e-03   1.65807e-03   7.40842e-03   2.70378e-02   1.17743e-01   1.20808e-01
            22  -1.70823e+00   2.88705e+03   3.16228e+02   4.99411e+00   1.67387e-01   2.37945e-01  -5.56563e-02   2.67143e+00   0.00000e+00   1.39305e+02   2.69808e+01   1.41894e+02   1.93681e-01   6.91893e-03   1.34007e-03   7.04751e-03   1.35792e-02   7.01112e-02   7.14142e-02
            23  -1.70647e+00   2.89403e+03   5.62341e+02   4.98581e+00   1.40631e-01   2.97574e-01  -5.56504e-02   2.67205e+00   0.00000e+00   1.56434e+02   2.96252e+01   1.59215e+02   1.89378e-01   6.17114e-03   1.16868e-03   6.28082e-03   8.38458e-03   4.42743e-02   4.50613e-02
£]7[JJA01-02
