         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            G'            G"            G*     tan_delta            J'            J"            J*          Eta'          Eta"          Eta*
            12  -4.07900e+01   2.82007e+03   9.99999e-01   4.99872e+00   5.10104e-01   1.73405e-01  -5.76629e-02  -5.89811e+00  -4.00000e+01   4.04429e+01   7.63065e+00   4.11565e+01   1.88677e-01   2.38763e-02   4.50490e-03   2.42975e-02   1.21446e+00   6.43670e+00   6.55026e+00
            13  -4.07294e+01   2.82907e+03   1.77828e+00   4.99858e+00   4.99353e-01   1.68290e-01  -5.71170e-02  -5.91992e+00  -4.00000e+01   4.14253e+01   7.58317e+00   4.21136e+01   1.83057e-01   2.33572e-02   4.27569e-03   2.37453e-02   6.78690e-01   3.70754e+00   3.76915e+00
            14  -4.06805e+01   2.83708e+03   3.16228e+00   4.99938e+00   4.87940e-01   1.63772e-01  -5.67787e-02  -5.93690e+00  -4.00000e+01   4.25200e+01   7.56608e+00   4.31879e+01   1.77942e-01   2.27965e-02   4.05645e-03   2.31546e-02   3.80795e-01   2.14000e+00   2.17361e+00
            15  -4.06373e+01   2.84498e+03   5.62341e+00   4.99556e+00   4.76201e-01   1.58627e-01  -5.66424e-02  -5.94791e+00  -4.00000e+01   4.36671e+01   7.50195e+00   4.43069e+01   1.71799e-01   2.22440e-02   3.82149e-03   2.25699e-02   2.12322e-01   1.23588e+00   1.25398e+00
            16  -4.05985e+01   2.85252e+03   1.00000e+01   4.99356e+00   4.63542e-01   1.53406e-01  -5.66187e-02  -5.95483e+00  -4.00000e+01   4.49940e+01   7.42499e+00   4.56025e+01   1.65022e-01   2.16360e-02   3.57041e-03   2.19286e-02   1.18172e-01   7.16102e-01   7.25787e-01
            17  -4.05702e+01   2.85985e+03   1.77828e+01   4.98826e+00   4.49886e-01   1.49880e-01  -5.66871e-02  -5.95813e+00  -4.00000e+01   4.64690e+01   7.39384e+00   4.70535e+01   1.59114e-01   2.09884e-02   3.33953e-03   2.12524e-02   6.61744e-02   4.15894e-01   4.21126e-01
            18  -4.05465e+01   2.86707e+03   3.16228e+01   4.98544e+00   4.35011e-01   1.52008e-01  -5.68346e-02  -5.95864e+00  -4.00000e+01   4.81714e+01   7.59706e+00   4.87668e+01   1.57709e-01   2.02554e-02   3.19446e-03   2.05058e-02   3.82354e-02   2.42443e-01   2.45439e-01
            19  -4.05267e+01   2.87419e+03   5.62341e+01   5.00621e+00   4.23373e-01   1.56611e-01  -5.70390e-02  -5.95770e+00  -4.00000e+01   4.98204e+01   7.75835e+00   5.04209e+01   1.55726e-01   1.95969e-02   3.05175e-03   1.98330e-02   2.19579e-02   1.41003e-01   1.42702e-01
            20  -4.05174e+01   2.88131e+03   1.00000e+02   4.99604e+00   4.08994e-01   1.66552e-01  -5.72805e-02  -5.95552e+00  -4.00000e+01   5.15066e+01   7.92251e+00   5.21124e+01   1.53815e-01   1.89663e-02   2.91730e-03   1.91893e-02   1.26091e-02   8.19753e-02   8.29394e-02
            21  -4.05134e+01   2.88840e+03   1.77828e+02   4.99453e+00   3.94875e-01   1.84765e-01  -5.75677e-02  -5.95138e+00  -4.00000e+01   5.30916e+01   7.99786e+00   5.36906e+01   1.50643e-01   1.84174e-02   2.77445e-03   1.86252e-02   7.15803e-03   4.75166e-02   4.80528e-02
            22  -4.05149e+01   2.89545e+03   3.16228e+02   5.00653e+00   3.82467e-01   2.00626e-01  -5.78923e-02  -5.94588e+00  -4.00000e+01   5.38478e+01   6.78559e+00   5.42737e+01   1.26014e-01   1.82806e-02   2.30361e-03   1.84251e-02   3.41513e-03   2.71012e-02   2.73155e-02
            23  -4.05166e+01   2.90243e+03   5.62341e+02   5.03506e+00   3.40799e-01   2.49747e-01  -5.81983e-02  -5.94149e+00  -4.00000e+01   5.63105e+01   6.01992e+00   5.66313e+01   1.06906e-01   1.75580e-02   1.87706e-03   1.76581e-02   1.70377e-03   1.59371e-02   1.60279e-02
£]5[JJA01-02
