         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            G'            G"            G*     tan_delta            J'            J"            J*          Eta'          Eta"          Eta*
             9  -1.00644e+02   2.78295e+03   1.77820e-01   4.99835e+00   3.81204e-01   6.65631e-02  -1.50368e-01  -2.28316e+01  -1.20000e+02   5.64562e+01   4.16151e+00   5.66093e+01   7.37123e-02   1.76171e-02   1.29860e-03   1.76649e-02   3.72470e+00   5.05303e+01   5.06674e+01
            10  -1.00445e+02   2.79587e+03   3.16220e-01   5.00257e+00   3.79037e-01   6.69762e-02  -1.49764e-01  -2.25124e+01  -1.20000e+02   5.68646e+01   4.21893e+00   5.70209e+01   7.41925e-02   1.74894e-02   1.29758e-03   1.75374e-02   2.12341e+00   2.86203e+01   2.86989e+01
            11  -1.00260e+02   2.80782e+03   5.62339e-01   4.99986e+00   3.75832e-01   6.34524e-02  -1.49611e-01  -2.23256e+01  -1.20000e+02   5.73852e+01   4.03198e+00   5.75266e+01   7.02617e-02   1.73405e-02   1.21837e-03   1.73832e-02   1.14114e+00   1.62413e+01   1.62814e+01
            12  -1.00110e+02   2.81654e+03   9.99999e-01   5.00893e+00   3.73562e-01   6.01129e-02  -1.48969e-01  -2.21736e+01  -1.20000e+02   5.79046e+01   3.84892e+00   5.80323e+01   6.64701e-02   1.71938e-02   1.14288e-03   1.72318e-02   6.12576e-01   9.21581e+00   9.23615e+00
            13  -9.99410e+01   2.82554e+03   1.77828e+00   4.99757e+00   3.69916e-01   5.81428e-02  -1.48635e-01  -2.19951e+01  -1.20000e+02   5.84007e+01   3.74302e+00   5.85206e+01   6.40921e-02   1.70530e-02   1.09296e-03   1.70880e-02   3.34999e-01   5.22684e+00   5.23756e+00
            14  -9.97857e+01   2.83355e+03   3.16228e+00   4.99616e+00   3.66776e-01   5.62116e-02  -1.48272e-01  -2.18586e+01  -1.20000e+02   5.89478e+01   3.62955e+00   5.90594e+01   6.15723e-02   1.69001e-02   1.04058e-03   1.69321e-02   1.82673e-01   2.96680e+00   2.97242e+00
            15  -9.96382e+01   2.84145e+03   5.62341e+00   4.99740e+00   3.63686e-01   5.56345e-02  -1.47736e-01  -2.17584e+01  -1.20000e+02   5.95262e+01   3.58538e+00   5.96341e+01   6.02320e-02   1.67386e-02   1.00820e-03   1.67689e-02   1.01474e-01   1.68472e+00   1.68778e+00
            16  -9.94929e+01   2.84899e+03   1.00000e+01   4.99022e+00   3.59072e-01   5.72064e-02  -1.47383e-01  -2.16743e+01  -1.20000e+02   6.02779e+01   3.66001e+00   6.03889e+01   6.07189e-02   1.65289e-02   1.00362e-03   1.65593e-02   5.82509e-02   9.59353e-01   9.61120e-01
            17  -9.93386e+01   2.85638e+03   1.77828e+01   4.99040e+00   3.54233e-01   6.20677e-02  -1.46806e-01  -2.16003e+01  -1.20000e+02   6.11804e+01   3.90674e+00   6.13050e+01   6.38560e-02   1.62787e-02   1.03949e-03   1.63119e-02   3.49651e-02   5.47561e-01   5.48676e-01
            18  -9.91875e+01   2.86361e+03   3.16228e+01   4.98589e+00   3.46730e-01   7.44924e-02  -1.46129e-01  -2.15330e+01  -1.20000e+02   6.25339e+01   4.60756e+00   6.27034e+01   7.36811e-02   1.59050e-02   1.17190e-03   1.59481e-02   2.31895e-02   3.14728e-01   3.15581e-01
            19  -9.90273e+01   2.87073e+03   5.62341e+01   4.99942e+00   3.41263e-01   8.89654e-02  -1.45463e-01  -2.14713e+01  -1.20000e+02   6.37463e+01   5.25973e+00   6.39629e+01   8.25104e-02   1.55811e-02   1.28560e-03   1.56341e-02   1.48862e-02   1.80416e-01   1.81029e-01
            20  -9.88783e+01   2.87787e+03   1.00000e+02   4.99335e+00   3.33892e-01   1.09171e-01  -1.44865e-01  -2.14130e+01  -1.20000e+02   6.50017e+01   5.97487e+00   6.52757e+01   9.19187e-02   1.52553e-02   1.40225e-03   1.53196e-02   9.50930e-03   1.03453e-01   1.03889e-01
            21  -9.87483e+01   2.88496e+03   1.77828e+02   4.98874e+00   3.25440e-01   1.36778e-01  -1.44352e-01  -2.13592e+01  -1.20000e+02   6.62052e+01   6.56437e+00   6.65299e+01   9.91518e-02   1.49575e-02   1.48306e-03   1.50308e-02   5.87507e-03   5.92533e-02   5.95438e-02
            22  -9.86163e+01   2.89201e+03   3.16228e+02   5.00377e+00   3.17415e-01   1.59443e-01  -1.43941e-01  -2.13120e+01  -1.20000e+02   6.65576e+01   5.44895e+00   6.67803e+01   8.18682e-02   1.49246e-02   1.22185e-03   1.49745e-02   2.74241e-03   3.34979e-02   3.36100e-02
            23  -9.84791e+01   2.89904e+03   5.62341e+02   5.00005e+00   2.82162e-01   2.12261e-01  -1.43927e-01  -2.12750e+01  -1.20000e+02   6.92692e+01   4.60927e+00   6.94224e+01   6.65414e-02   1.43728e-02   9.56385e-04   1.44046e-02   1.30452e-03   1.96047e-02   1.96481e-02
£]1[JJA01-02
