         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            G'            G"            G*     tan_delta            J'            J"            J*          Eta'          Eta"          Eta*
             9   8.04538e+01   2.78452e+03   1.77820e-01   4.30941e-01   3.01977e+00   3.72553e-01   1.89657e-01  -2.14863e+01   8.00000e+01   5.19106e-01   2.03054e-01   5.57406e-01   3.91162e-01   1.67075e+00   6.53535e-01   1.79402e+00   1.81741e-01   4.64618e-01   4.98898e-01
            10   8.04548e+01   2.79746e+03   3.16220e-01   4.82021e-01   2.96222e+00   3.54261e-01   1.89973e-01  -2.15351e+01   8.00000e+01   5.96138e-01   2.20704e-01   6.35682e-01   3.70223e-01   1.47526e+00   5.46175e-01   1.57311e+00   1.11082e-01   3.00039e-01   3.19942e-01
            11   8.04551e+01   2.80939e+03   5.62339e-01   5.52943e-01   3.00714e+00   3.30767e-01   1.90206e-01  -2.15710e+01   8.00000e+01   6.79424e-01   2.33512e-01   7.18432e-01   3.43692e-01   1.31634e+00   4.52416e-01   1.39192e+00   6.60894e-02   1.92293e-01   2.03333e-01
            12   8.04526e+01   2.81810e+03   9.99999e-01   6.01246e-01   2.91942e+00   3.04276e-01   1.90399e-01  -2.16005e+01   8.00000e+01   7.67787e-01   2.41254e-01   8.04798e-01   3.14219e-01   1.18540e+00   3.72477e-01   1.24255e+00   3.83968e-02   1.22197e-01   1.28088e-01
            13   8.04556e+01   2.82708e+03   1.77828e+00   6.94690e-01   3.03707e+00   2.77912e-01   1.90577e-01  -2.16276e+01   8.00000e+01   8.59714e-01   2.45244e-01   8.94009e-01   2.85262e-01   1.07565e+00   3.06842e-01   1.11856e+00   2.19492e-02   7.69439e-02   8.00134e-02
            14   8.04541e+01   2.83484e+03   3.16228e+00   7.60260e-01   3.01724e+00   2.52969e-01   1.90708e-01  -2.16476e+01   8.00000e+01   9.53746e-01   2.46133e-01   9.84994e-01   2.58070e-01   9.83027e-01   2.53690e-01   1.01523e+00   1.23877e-02   4.80013e-02   4.95740e-02
            15   8.04551e+01   2.84232e+03   5.62341e+00   8.35175e-01   3.03214e+00   2.30265e-01   1.90783e-01  -2.16595e+01   8.00000e+01   1.04876e+00   2.44649e-01   1.07692e+00   2.33273e-01   9.04296e-01   2.10948e-01   9.28574e-01   6.92409e-03   2.96823e-02   3.04792e-02
            16   8.04527e+01   2.84959e+03   1.00000e+01   9.05490e-01   3.02762e+00   2.09807e-01   1.90839e-01  -2.16684e+01   8.00000e+01   1.14443e+00   2.40942e-01   1.16952e+00   2.10535e-01   8.36713e-01   1.76158e-01   8.55055e-01   3.83472e-03   1.82141e-02   1.86134e-02
            17   8.04527e+01   2.85667e+03   1.77828e+01   9.75288e-01   3.01813e+00   1.94054e-01   1.90907e-01  -2.16790e+01   8.00000e+01   1.24111e+00   2.38180e-01   1.26376e+00   1.91908e-01   7.77110e-01   1.49134e-01   7.91290e-01   2.13169e-03   1.11079e-02   1.13106e-02
            18   8.04516e+01   2.86362e+03   3.16228e+01   1.04208e+00   3.01361e+00   1.91480e-01   1.90976e-01  -2.16893e+01   8.00000e+01   1.32960e+00   2.46388e-01   1.35223e+00   1.85310e-01   7.27138e-01   1.34746e-01   7.39518e-01   1.24005e-03   6.69175e-03   6.80568e-03
            19   8.04537e+01   2.87048e+03   5.62341e+01   1.10982e+00   2.98856e+00   1.90175e-01   1.91052e-01  -2.17008e+01   8.00000e+01   1.42915e+00   2.52923e-01   1.45136e+00   1.76974e-01   6.78467e-01   1.20071e-01   6.89010e-01   7.15828e-04   4.04481e-03   4.10766e-03
            20   8.04529e+01   2.87738e+03   1.00000e+02   1.18404e+00   2.97938e+00   1.95503e-01   1.91139e-01  -2.17138e+01   8.00000e+01   1.52777e+00   2.59817e-01   1.54971e+00   1.70062e-01   6.36150e-01   1.08185e-01   6.45283e-01   4.13511e-04   2.43152e-03   2.46644e-03
            21   8.04523e+01   2.88423e+03   1.77828e+02   1.26571e+00   2.98464e+00   2.16326e-01   1.91228e-01  -2.17271e+01   8.00000e+01   1.61819e+00   2.74268e-01   1.64126e+00   1.69491e-01   6.00719e-01   1.01816e-01   6.09287e-01   2.45468e-04   1.44827e-03   1.46892e-03
            22   8.04527e+01   2.89105e+03   3.16228e+02   1.36039e+00   3.02567e+00   2.38592e-01   1.91325e-01  -2.17414e+01   8.00000e+01   1.67808e+00   2.57385e-01   1.69770e+00   1.53381e-01   5.82223e-01   8.93021e-02   5.89032e-01   1.29540e-04   8.44563e-04   8.54439e-04
            23   8.04546e+01   2.89801e+03   5.62341e+02   1.60179e+00   2.98479e+00   2.96080e-01   1.91446e-01  -2.17594e+01   8.00000e+01   1.84702e+00   2.66088e-01   1.86608e+00   1.44064e-01   5.30406e-01   7.64122e-02   5.35882e-01   7.53087e-05   5.22746e-04   5.28143e-04
£]11[JJA01-02
