         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            G'            G"            G*     tan_delta            J'            J"            J*          Eta'          Eta"          Eta*
             9   1.43316e+02   2.69439e+03   1.77820e-01   1.91296e-02   2.82952e+00   1.04836e+00   5.49232e-01  -6.97471e+01   1.40000e+02   1.31651e-02   2.28623e-02   2.63819e-02   1.73658e+00   1.89152e+01   3.28478e+01   3.79047e+01   2.04626e-02   1.17833e-02   2.36128e-02
            10   1.43317e+02   2.70727e+03   3.16220e-01   3.24954e-02   3.28897e+00   1.00649e+00   5.49346e-01  -6.97661e+01   1.40000e+02   2.06215e-02   3.25768e-02   3.85551e-02   1.57975e+00   1.38726e+01   2.19151e+01   2.59369e+01   1.63961e-02   1.03789e-02   1.94050e-02
            11   1.43317e+02   2.71919e+03   5.62339e-01   4.29315e-02   2.99001e+00   9.71986e-01   5.49406e-01  -6.97759e+01   1.40000e+02   3.15863e-02   4.62802e-02   5.60317e-02   1.46520e+00   1.00608e+01   1.47410e+01   1.78470e+01   1.30984e-02   8.93965e-03   1.58583e-02
            12   1.43317e+02   2.72790e+03   9.99999e-01   7.42052e-02   3.63077e+00   9.38770e-01   5.49467e-01  -6.97847e+01   1.40000e+02   4.71300e-02   6.43442e-02   7.97585e-02   1.36525e+00   7.40872e+00   1.01148e+01   1.25378e+01   1.02407e-02   7.50098e-03   1.26940e-02
            13   1.43317e+02   2.73688e+03   1.77828e+00   8.72044e-02   3.05066e+00   9.01904e-01   5.49561e-01  -6.97983e+01   1.40000e+02   6.92084e-02   8.74964e-02   1.11559e-01   1.26425e+00   5.56095e+00   7.03041e+00   8.96387e+00   7.83088e-03   6.19411e-03   9.98448e-03
            14   1.43317e+02   2.74464e+03   3.16228e+00   1.17812e-01   2.99850e+00   8.53587e-01   5.49651e-01  -6.98111e+01   1.40000e+02   1.00867e-01   1.15501e-01   1.53345e-01   1.14509e+00   4.28953e+00   4.91188e+00   6.52125e+00   5.81309e-03   5.07655e-03   7.71773e-03
            15   1.43319e+02   2.75211e+03   5.62341e+00   1.63735e-01   3.09580e+00   7.96884e-01   5.49740e-01  -6.98237e+01   1.40000e+02   1.44474e-01   1.47456e-01   2.06436e-01   1.02064e+00   3.39014e+00   3.46011e+00   4.84411e+00   4.17332e-03   4.08893e-03   5.84260e-03
            16   1.43318e+02   2.75938e+03   1.00000e+01   2.16054e-01   3.09697e+00   7.32704e-01   5.49824e-01  -6.98354e+01   1.40000e+02   2.02873e-01   1.81661e-01   2.72321e-01   8.95441e-01   2.73567e+00   2.44964e+00   3.67214e+00   2.89123e-03   3.22883e-03   4.33412e-03
            17   1.43319e+02   2.76646e+03   1.77828e+01   2.80250e-01   3.09563e+00   6.65799e-01   5.49920e-01  -6.98491e+01   1.40000e+02   2.78907e-01   2.17047e-01   3.53410e-01   7.78204e-01   2.23307e+00   1.73779e+00   2.82958e+00   1.94255e-03   2.49620e-03   3.16300e-03
            18   1.43318e+02   2.77338e+03   3.16228e+01   3.49206e-01   3.11521e+00   6.06234e-01   5.50154e-01  -6.98841e+01   1.40000e+02   3.61633e-01   2.46339e-01   4.37563e-01   6.81185e-01   1.88881e+00   1.28663e+00   2.28539e+00   1.23980e-03   1.82007e-03   2.20222e-03
            19   1.43318e+02   2.78021e+03   5.62341e+01   4.33820e-01   3.08227e+00   5.52290e-01   5.50625e-01  -6.99554e+01   1.40000e+02   4.71710e-01   2.81048e-01   5.49089e-01   5.95806e-01   1.56455e+00   9.32170e-01   1.82120e+00   7.95426e-04   1.33504e-03   1.55404e-03
            20   1.43322e+02   2.78707e+03   1.00000e+02   5.26364e-01   3.02970e+00   5.07551e-01   5.51137e-01  -7.00328e+01   1.40000e+02   5.99688e-01   3.12661e-01   6.76301e-01   5.21373e-01   1.31113e+00   6.83588e-01   1.47863e+00   4.97616e-04   9.54433e-04   1.07637e-03
            21   1.43321e+02   2.79391e+03   1.77828e+02   6.32234e-01   3.02033e+00   4.77646e-01   5.51719e-01  -7.01211e+01   1.40000e+02   7.35391e-01   3.36673e-01   8.08794e-01   4.57815e-01   1.12420e+00   5.14673e-01   1.23641e+00   3.01320e-04   6.58170e-04   7.23866e-04
            22   1.43321e+02   2.80082e+03   3.16228e+02   7.39915e-01   3.05152e+00   4.60202e-01   5.52553e-01  -7.02483e+01   1.40000e+02   8.50955e-01   3.33927e-01   9.14129e-01   3.92414e-01   1.01834e+00   3.99610e-01   1.09394e+00   1.68063e-04   4.28279e-04   4.60074e-04
            23   1.43321e+02   2.80777e+03   5.62341e+02   9.40269e-01   2.97012e+00   4.39183e-01   5.53763e-01  -7.04338e+01   1.40000e+02   1.05445e+00   3.10379e-01   1.09918e+00   2.94351e-01   8.72743e-01   2.56893e-01   9.09766e-01   8.78441e-05   2.98433e-04   3.11093e-04
£]14[JJA01-02
