         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            E'            E"            E*     tan_delta            D'            D"            D*          Eta'          Eta"          Eta*
           [#]          [°C]           [s]          [Hz]           [N]          [µm]         [rad]           [N]          [µm]          [°C]         [MPa]         [MPa]         [MPa]            []       [1/MPa]       [1/MPa]       [1/MPa]        [MPas]        [MPas]        [MPas]
             0   7.78667e+01   0.00000e+00   9.99999e-02   2.91031e-01   2.21206e+00   7.17049e-01   3.21698e+00   4.14082e+02   8.00000e+01   1.84871e+02   1.64177e+02   2.47247e+02   8.88062e-01   3.02416e-03   2.68564e-03   4.04453e-03   2.61296e+02   2.94231e+02   3.93507e+02
             1   7.77404e+01   7.27627e+01   1.12200e-01   3.48219e-01   2.29075e+00   6.84388e-01   3.19018e+00   4.18039e+02   8.00000e+01   2.19922e+02   1.83204e+02   2.86233e+02   8.33041e-01   2.68429e-03   2.23612e-03   3.49366e-03   2.59874e+02   3.11958e+02   4.06020e+02
             2   7.76949e+01   9.52803e+01   1.25890e-01   4.29516e-01   2.55205e+00   6.57622e-01   3.17466e+00   4.20363e+02   8.00000e+01   2.49095e+02   1.96755e+02   3.17429e+02   7.89880e-01   2.47214e-03   1.95269e-03   3.15032e-03   2.48746e+02   3.14916e+02   4.01306e+02
             3   7.76500e+01   1.18101e+02   1.41250e-01   4.29287e-01   2.35987e+00   6.37445e-01   3.16464e+00   4.21876e+02   8.00000e+01   2.73728e+02   2.07638e+02   3.43571e+02   7.58555e-01   2.31893e-03   1.75904e-03   2.91061e-03   2.33959e+02   3.08427e+02   3.87122e+02
             4   7.76151e+01   1.37675e+02   1.58480e-01   4.59107e-01   2.35654e+00   6.17803e-01   3.15653e+00   4.23103e+02   8.00000e+01   2.97757e+02   2.17016e+02   3.68450e+02   7.28834e-01   2.19334e-03   1.59858e-03   2.71407e-03   2.17940e+02   2.99026e+02   3.70019e+02
             5   7.75829e+01   1.55105e+02   1.77820e-01   4.91921e-01   2.33007e+00   5.96737e-01   3.14750e+00   4.24465e+02   8.00000e+01   3.27952e+02   2.28914e+02   3.99943e+02   6.98011e-01   2.05028e-03   1.43112e-03   2.50036e-03   2.04887e+02   2.93529e+02   3.57963e+02
             6   7.75577e+01   1.70948e+02   1.99520e-01   5.21813e-01   2.32100e+00   5.80024e-01   3.14020e+00   4.25571e+02   8.00000e+01   3.53653e+02   2.38424e+02   4.26516e+02   6.74176e-01   1.94404e-03   1.31063e-03   2.34458e-03   1.90188e+02   2.82105e+02   3.40228e+02
             7   7.75351e+01   1.85334e+02   2.23870e-01   5.51223e-01   2.31451e+00   5.63031e-01   3.13465e+00   4.26419e+02   8.00000e+01   3.79303e+02   2.46682e+02   4.52463e+02   6.50355e-01   1.85276e-03   1.20495e-03   2.21012e-03   1.75373e+02   2.69657e+02   3.21668e+02
             8   7.75169e+01   1.98228e+02   2.51180e-01   5.80806e-01   2.31153e+00   5.45904e-01   3.12994e+00   4.27142e+02   8.00000e+01   4.05058e+02   2.53878e+02   4.78044e+02   6.26771e-01   1.77248e-03   1.11094e-03   2.09186e-03   1.60865e+02   2.56657e+02   3.02903e+02
             9   7.74983e+01   2.11949e+02   2.81830e-01   6.08908e-01   2.30592e+00   5.29114e-01   3.12578e+00   4.27781e+02   8.00000e+01   4.30638e+02   2.60132e+02   5.03108e+02   6.04062e-01   1.70134e-03   1.02771e-03   1.98765e-03   1.46902e+02   2.43190e+02   2.84115e+02
            10   7.74829e+01   2.22297e+02   3.16220e-01   6.39831e-01   2.31315e+00   5.12611e-01   3.12205e+00   4.28357e+02   8.00000e+01   4.56099e+02   2.65504e+02   5.27749e+02   5.82118e-01   1.63759e-03   9.53271e-04   1.89484e-03   1.33629e+02   2.29557e+02   2.65619e+02
            11   7.74625e+01   2.35891e+02   3.54809e-01   6.65909e-01   2.30302e+00   4.96447e-01   3.11864e+00   4.28884e+02   8.00000e+01   4.81821e+02   2.70294e+02   5.52458e+02   5.60984e-01   1.57865e-03   8.85599e-04   1.81009e-03   1.21244e+02   2.16128e+02   2.47813e+02
            12   7.74490e+01   2.46828e+02   3.98099e-01   6.96707e-01   2.30940e+00   4.80534e-01   3.11551e+00   4.29370e+02   8.00000e+01   5.07809e+02   2.74473e+02   5.77239e+02   5.40504e-01   1.52401e-03   8.23736e-04   1.73238e-03   1.09731e+02   2.03015e+02   2.30773e+02
            13   7.74361e+01   2.58836e+02   4.46679e-01   7.24889e-01   2.30724e+00   4.64872e-01   3.11257e+00   4.29827e+02   8.00000e+01   5.33983e+02   2.78013e+02   6.02021e+02   5.20641e-01   1.47334e-03   7.67083e-04   1.66107e-03   9.90581e+01   1.90262e+02   2.14504e+02
