         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            E'            E"            E*     tan_delta            D'            D"            D*          Eta'          Eta"          Eta*
           [#]          [°C]           [s]          [Hz]           [N]          [µm]         [rad]           [N]          [µm]          [°C]         [MPa]         [MPa]         [MPa]            []       [1/MPa]       [1/MPa]       [1/MPa]        [MPas]        [MPas]        [MPas]
             0   4.77098e+01   0.00000e+00   9.99999e-02   2.57548e+00   2.31060e+00   2.41678e-02   5.37169e+00   8.97516e+01   5.00000e+01   2.34749e+03   6.41165e+01   2.34836e+03   2.73128e-02   4.25670e-04   1.16262e-05   4.25828e-04   1.02045e+02   3.73615e+03   3.73754e+03
             1   4.76397e+01   7.34038e+01   1.12200e-01   2.57338e+00   2.30483e+00   2.38315e-02   5.37091e+00   8.96942e+01   5.00000e+01   2.35200e+03   6.33603e+01   2.35285e+03   2.69389e-02   4.24862e-04   1.14453e-05   4.25016e-04   8.98764e+01   3.33630e+03   3.33751e+03
             2   4.76141e+01   9.59136e+01   1.25890e-01   2.57418e+00   2.30192e+00   2.34930e-02   5.37046e+00   8.96894e+01   5.00000e+01   2.35622e+03   6.25841e+01   2.35705e+03   2.65612e-02   4.24109e-04   1.12648e-05   4.24258e-04   7.91213e+01   2.97883e+03   2.97988e+03
             3   4.75919e+01   1.17888e+02   1.41250e-01   2.57217e+00   2.29670e+00   2.32057e-02   5.37016e+00   8.96953e+01   5.00000e+01   2.36023e+03   6.19326e+01   2.36104e+03   2.62401e-02   4.23396e-04   1.11100e-05   4.23542e-04   6.97834e+01   2.65942e+03   2.66033e+03
             4   4.75735e+01   1.37478e+02   1.58480e-01   2.57823e+00   2.29893e+00   2.26941e-02   5.36993e+00   8.97023e+01   5.00000e+01   2.36397e+03   6.06664e+01   2.36474e+03   2.56630e-02   4.22740e-04   1.08488e-05   4.22879e-04   6.09249e+01   2.37404e+03   2.37482e+03
             5   4.75558e+01   1.54932e+02   1.77820e-01   2.58590e+00   2.30228e+00   2.23657e-02   5.36968e+00   8.97034e+01   5.00000e+01   2.36807e+03   5.98960e+01   2.36882e+03   2.52932e-02   4.22016e-04   1.06741e-05   4.22151e-04   5.36090e+01   2.11950e+03   2.12018e+03
             6   4.75422e+01   1.70774e+02   1.99520e-01   2.58337e+00   2.29672e+00   2.20509e-02   5.36950e+00   8.97098e+01   5.00000e+01   2.37196e+03   5.91502e+01   2.37269e+03   2.49373e-02   4.21331e-04   1.05069e-05   4.21462e-04   4.71835e+01   1.89209e+03   1.89267e+03
             7   4.75280e+01   1.85128e+02   2.23870e-01   2.59341e+00   2.30230e+00   2.16917e-02   5.36936e+00   8.97192e+01   5.00000e+01   2.37589e+03   5.82804e+01   2.37660e+03   2.45300e-02   4.20642e-04   1.03183e-05   4.20769e-04   4.14331e+01   1.68908e+03   1.68959e+03
             8   4.75169e+01   1.98010e+02   2.51180e-01   2.59217e+00   2.29784e+00   2.12852e-02   5.36925e+00   8.97281e+01   5.00000e+01   2.37986e+03   5.72777e+01   2.38055e+03   2.40676e-02   4.19949e-04   1.01072e-05   4.20071e-04   3.62929e+01   1.50795e+03   1.50839e+03
             9   4.75013e+01   2.09562e+02   2.81830e-01   2.59791e+00   2.29959e+00   2.08940e-02   5.36917e+00   8.97366e+01   5.00000e+01   2.38381e+03   5.63088e+01   2.38448e+03   2.36213e-02   4.19262e-04   9.90351e-06   4.19379e-04   3.17987e+01   1.34619e+03   1.34656e+03
            10   4.74911e+01   2.19929e+02   3.16220e-01   2.60348e+00   2.30119e+00   2.05217e-02   5.36910e+00   8.97462e+01   5.00000e+01   2.38776e+03   5.53837e+01   2.38840e+03   2.31949e-02   4.18578e-04   9.70887e-06   4.18691e-04   2.78749e+01   1.20177e+03   1.20209e+03
            11   4.74787e+01   2.31353e+02   3.54809e-01   2.60419e+00   2.29853e+00   2.02038e-02   5.36903e+00   8.97571e+01   5.00000e+01   2.39165e+03   5.45983e+01   2.39227e+03   2.28288e-02   4.17904e-04   9.54023e-06   4.18013e-04   2.44909e+01   1.07281e+03   1.07309e+03
            12   4.74711e+01   2.42309e+02   3.98099e-01   2.60980e+00   2.30028e+00   1.99380e-02   5.36897e+00   8.97690e+01   5.00000e+01   2.39545e+03   5.39457e+01   2.39606e+03   2.25200e-02   4.17246e-04   9.39639e-06   4.17352e-04   2.15668e+01   9.57671e+02   9.57914e+02
            13   4.74597e+01   2.52146e+02   4.46679e-01   2.61100e+00   2.29821e+00   1.97304e-02   5.36890e+00   8.97824e+01   5.00000e+01   2.39916e+03   5.34428e+01   2.39976e+03   2.22756e-02   4.16605e-04   9.28013e-06   4.16709e-04   1.90420e+01   8.54839e+02   8.55051e+02
            14   4.74487e+01   2.64648e+02   5.01179e-01   2.61886e+00   2.30208e+00   1.95412e-02   5.36882e+00   8.97982e+01   5.00000e+01   2.40279e+03   5.29817e+01   2.40338e+03   2.20500e-02   4.15980e-04   9.17239e-06   4.16081e-04   1.68249e+01   7.63033e+02   7.63218e+02
            15   4.74402e+01   2.77824e+02   5.62339e-01   2.62308e+00   2.30278e+00   1.93921e-02   5.36874e+00   8.98158e+01   5.00000e+01   2.40636e+03   5.26221e+01   2.40694e+03   2.18679e-02   4.15366e-04   9.08319e-06   4.15466e-04   1.48933e+01   6.81056e+02   6.81219e+02
            16   4.74296e+01   2.89634e+02   6.30949e-01   2.62397e+00   2.30062e+00   1.92666e-02   5.36865e+00   8.98346e+01   5.00000e+01   2.40988e+03   5.23190e+01   2.41044e+03   2.17102e-02   4.14764e-04   9.00462e-06   4.14861e-04   1.31973e+01   6.07884e+02   6.08027e+02
            17   4.74214e+01   3.00235e+02   7.07939e-01   2.62760e+00   2.30091e+00   1.91637e-02   5.36855e+00   8.98546e+01   5.00000e+01   2.41333e+03   5.20692e+01   2.41390e+03   2.15756e-02   4.14172e-04   8.93602e-06   4.14268e-04   1.17059e+01   5.42552e+02   5.42679e+02
            18   4.74137e+01   3.11011e+02   7.94319e-01   2.63168e+00   2.30163e+00   1.90489e-02   5.36845e+00   8.98760e+01   5.00000e+01   2.41674e+03   5.17774e+01   2.41729e+03   2.14245e-02   4.13591e-04   8.86100e-06   4.13686e-04   1.03745e+01   4.84233e+02   4.84344e+02
            19   4.74059e+01   3.20688e+02   8.91249e-01   2.63550e+00   2.30217e+00   1.89504e-02   5.36836e+00   8.98971e+01   5.00000e+01   2.42009e+03   5.15210e+01   2.42064e+03   2.12889e-02   4.13021e-04   8.79276e-06   4.13115e-04   9.20037e+00   4.32168e+02   4.32266e+02
            20   4.73979e+01   3.29216e+02   9.99999e-01   2.63410e+00   2.29819e+00   1.88327e-02   5.36826e+00   8.99180e+01   5.00000e+01   2.42341e+03   5.12013e+01   2.42395e+03   2.11278e-02   4.12458e-04   8.71433e-06   4.12550e-04   8.14895e+00   3.85698e+02   3.85784e+02
            21   4.73902e+01   3.39654e+02   1.12202e+00   2.64264e+00   2.30288e+00   1.87276e-02   5.36817e+00   8.99388e+01   5.00000e+01   2.42671e+03   5.09053e+01   2.42724e+03   2.09771e-02   4.11900e-04   8.64046e-06   4.11990e-04   7.22076e+00   3.44221e+02   3.44297e+02
