         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            E'            E"            E*     tan_delta            D'            D"            D*          Eta'          Eta"          Eta*
           [#]          [°C]           [s]          [Hz]           [N]          [µm]         [rad]           [N]          [µm]          [°C]         [MPa]         [MPa]         [MPa]            []       [1/MPa]       [1/MPa]       [1/MPa]        [MPas]        [MPas]        [MPas]
             0   9.38889e+01   0.00000e+00   9.99999e-02   3.18274e-02   2.42145e+00   1.38722e-01   2.36250e+00   5.42698e+02   9.50000e+01   2.42421e+01   3.38777e+00   2.44777e+01   1.39747e-01   4.04604e-02   5.65423e-03   4.08536e-02   5.39181e+00   3.85826e+01   3.89575e+01
             1   9.37739e+01   5.41416e+01   1.12200e-01   3.20365e-02   2.41157e+00   1.39241e-01   2.36619e+00   5.42579e+02   9.50000e+01   2.44999e+01   3.43686e+00   2.47398e+01   1.40280e-01   4.00287e-02   5.61525e-03   4.04207e-02   4.87517e+00   3.47530e+01   3.50933e+01
             2   9.37153e+01   7.88408e+01   1.25890e-01   3.08362e-02   2.29763e+00   1.41677e-01   2.36769e+00   5.42436e+02   9.50000e+01   2.47433e+01   3.53263e+00   2.49942e+01   1.42771e-01   3.96077e-02   5.65484e-03   4.00093e-02   4.46609e+00   3.12814e+01   3.15987e+01
             3   9.36612e+01   1.00804e+02   1.41250e-01   3.05219e-02   2.25337e+00   1.49489e-01   2.36864e+00   5.42310e+02   9.50000e+01   2.49437e+01   3.76062e+00   2.52256e+01   1.50764e-01   3.91993e-02   5.90986e-03   3.96423e-02   4.23733e+00   2.81056e+01   2.84232e+01
             4   9.36109e+01   1.22554e+02   1.58480e-01   3.14807e-02   2.30763e+00   1.56983e-01   2.36944e+00   5.42206e+02   9.50000e+01   2.50934e+01   3.97602e+00   2.54064e+01   1.58449e-01   3.88751e-02   6.15971e-03   3.93601e-02   3.99296e+00   2.52003e+01   2.55147e+01
             5   9.35693e+01   1.39997e+02   1.77820e-01   3.12735e-02   2.26929e+00   1.66498e-01   2.37036e+00   5.42107e+02   9.50000e+01   2.53104e+01   4.25801e+00   2.56660e+01   1.68232e-01   3.84221e-02   6.46383e-03   3.89620e-02   3.81107e+00   2.26537e+01   2.29720e+01
             6   9.35304e+01   1.57999e+02   1.99520e-01   3.16874e-02   2.28271e+00   1.77050e-01   2.37105e+00   5.42008e+02   9.50000e+01   2.54480e+01   4.55816e+00   2.58530e+01   1.79116e-01   3.80743e-02   6.81973e-03   3.86802e-02   3.63600e+00   2.02996e+01   2.06227e+01
             7   9.35033e+01   1.72342e+02   2.23870e-01   3.17210e-02   2.26341e+00   1.86922e-01   2.37157e+00   5.41919e+02   9.50000e+01   2.56457e+01   4.85568e+00   2.61013e+01   1.89337e-01   3.76434e-02   7.12729e-03   3.83122e-02   3.45204e+00   1.82322e+01   1.85561e+01
             8   9.34751e+01   1.87384e+02   2.51180e-01   3.23390e-02   2.28395e+00   1.94558e-01   2.37204e+00   5.41844e+02   9.50000e+01   2.58723e+01   5.10376e+00   2.63709e+01   1.97268e-01   3.72036e-02   7.33907e-03   3.79206e-02   3.23390e+00   1.63935e+01   1.67094e+01
             9   9.34515e+01   1.98925e+02   2.81830e-01   3.27791e-02   2.28913e+00   2.03257e-01   2.37246e+00   5.41780e+02   9.50000e+01   2.61195e+01   5.38928e+00   2.66697e+01   2.06332e-01   3.67222e-02   7.57697e-03   3.74958e-02   3.04344e+00   1.47502e+01   1.50609e+01
            10   9.34264e+01   2.13824e+02   3.16220e-01   3.30069e-02   2.27726e+00   2.11446e-01   2.37285e+00   5.41723e+02   9.50000e+01   2.63929e+01   5.67167e+00   2.69954e+01   2.14893e-01   3.62165e-02   7.78269e-03   3.70433e-02   2.85458e+00   1.32837e+01   1.35869e+01
            11   9.34052e+01   2.26026e+02   3.54809e-01   3.38664e-02   2.30578e+00   2.22275e-01   2.37321e+00   5.41674e+02   9.50000e+01   2.66817e+01   6.03707e+00   2.73562e+01   2.26262e-01   3.56536e-02   8.06705e-03   3.65548e-02   2.70801e+00   1.19685e+01   1.22710e+01
            12   9.33831e+01   2.39145e+02   3.98099e-01   3.40474e-02   2.28491e+00   2.32768e-01   2.37355e+00   5.41628e+02   9.50000e+01   2.70040e+01   6.40890e+00   2.77541e+01   2.37331e-01   3.50569e-02   8.32010e-03   3.60307e-02   2.56220e+00   1.07959e+01   1.10957e+01
            13   9.33699e+01   2.48971e+02   4.46679e-01   3.47553e-02   2.29679e+00   2.45093e-01   2.37390e+00   5.41583e+02   9.50000e+01   2.73411e+01   6.84630e+00   2.81852e+01   2.50404e-01   3.44170e-02   8.61814e-03   3.54796e-02   2.43938e+00   9.74181e+00   1.00426e+01
            14   9.33454e+01   2.63604e+02   5.01179e-01   3.59448e-02   2.33665e+00   2.57813e-01   2.37426e+00   5.41538e+02   9.50000e+01   2.77041e+01   7.31333e+00   2.86532e+01   2.63980e-01   3.37442e-02   8.90779e-03   3.49002e-02   2.32243e+00   8.79775e+00   9.09913e+00
            15   9.33211e+01   2.78917e+02   5.62339e-01   3.67943e-02   2.35032e+00   2.71834e-01   2.37456e+00   5.41503e+02   9.50000e+01   2.80873e+01   7.83778e+00   2.91604e+01   2.79050e-01   3.30311e-02   9.21735e-03   3.42931e-02   2.21827e+00   7.94936e+00   8.25307e+00
            16   9.33015e+01   2.92863e+02   6.30949e-01   3.70725e-02   2.32510e+00   2.86826e-01   2.37482e+00   5.41474e+02   9.50000e+01   2.84842e+01   8.41126e+00   2.97002e+01   2.95296e-01   3.22914e-02   9.53550e-03   3.36698e-02   2.12171e+00   7.18505e+00   7.49177e+00
            17   9.32861e+01   3.05603e+02   7.07939e-01   3.82823e-02   2.35497e+00   3.02971e-01   2.37510e+00   5.41444e+02   9.50000e+01   2.88990e+01   9.04402e+00   3.02811e+01   3.12953e-01   3.15166e-02   9.86321e-03   3.30239e-02   2.03323e+00   6.49691e+00   6.80763e+00
            18   9.32690e+01   3.18515e+02   7.94319e-01   3.86237e-02   2.32761e+00   3.19327e-01   2.37538e+00   5.41414e+02   9.50000e+01   2.93451e+01   9.71392e+00   3.09111e+01   3.31023e-01   3.07119e-02   1.01664e-02   3.23508e-02   1.94634e+00   5.87978e+00   6.19355e+00
            19   9.32526e+01   3.32291e+02   8.91249e-01   3.95481e-02   2.33162e+00   3.36045e-01   2.37564e+00   5.41387e+02   9.50000e+01   2.98262e+01   1.04301e+01   3.15973e+01   3.49697e-01   2.98743e-02   1.04469e-02   3.16482e-02   1.86256e+00   5.32623e+00   5.64250e+00
