         Index            Ts             t             f             F             x         Phase            F0            x0            Tr            E'            E"            E*     tan_delta            D'            D"            D*          Eta'          Eta"          Eta*
           [#]          [°C]           [s]          [Hz]           [N]          [µm]         [rad]           [N]          [µm]          [°C]         [MPa]         [MPa]         [MPa]            []       [1/MPa]       [1/MPa]       [1/MPa]        [MPas]        [MPas]        [MPas]
             0   6.22320e+01   0.00000e+00   9.99999e-02   2.16647e+00   2.30801e+00   5.87754e-02   5.10737e+00   1.26735e+02   6.50000e+01   1.93256e+03   1.26070e+02   1.93667e+03   6.52345e-02   5.15254e-04   3.36124e-05   5.16350e-04   2.00647e+02   3.07578e+03   3.08231e+03
             1   6.21245e+01   7.19658e+01   1.12200e-01   2.18178e+00   2.30816e+00   5.65516e-02   5.10668e+00   1.26666e+02   6.50000e+01   1.94792e+03   1.22343e+02   1.95175e+03   6.28070e-02   5.11352e-04   3.21165e-05   5.12360e-04   1.73543e+02   2.76311e+03   2.76855e+03
             2   6.20878e+01   9.44990e+01   1.25890e-01   2.19312e+00   2.30669e+00   5.45472e-02   5.10637e+00   1.26641e+02   6.50000e+01   1.96084e+03   1.18852e+02   1.96444e+03   6.06127e-02   5.08119e-04   3.07985e-05   5.09051e-04   1.50257e+02   2.47897e+03   2.48352e+03
             3   6.20542e+01   1.16473e+02   1.41250e-01   2.19782e+00   2.30121e+00   5.28801e-02   5.10621e+00   1.26630e+02   6.50000e+01   1.97095e+03   1.15859e+02   1.97435e+03   5.87832e-02   5.05623e-04   2.97221e-05   5.06495e-04   1.30545e+02   2.22079e+03   2.22462e+03
             4   6.20239e+01   1.36063e+02   1.58480e-01   2.20906e+00   2.30347e+00   5.12446e-02   5.10608e+00   1.26624e+02   6.50000e+01   1.98023e+03   1.12842e+02   1.98344e+03   5.69841e-02   5.03357e-04   2.86833e-05   5.04174e-04   1.13322e+02   1.98867e+03   1.99189e+03
             5   6.19978e+01   1.53517e+02   1.77820e-01   2.21711e+00   2.30160e+00   4.95990e-02   5.10593e+00   1.26615e+02   6.50000e+01   1.99027e+03   1.09811e+02   1.99330e+03   5.51736e-02   5.00919e-04   2.76375e-05   5.01680e-04   9.82843e+01   1.78137e+03   1.78407e+03
             6   6.19753e+01   1.70059e+02   1.99520e-01   2.22464e+00   2.30051e+00   4.82376e-02   5.10581e+00   1.26612e+02   6.50000e+01   1.99903e+03   1.07297e+02   2.00191e+03   5.36744e-02   4.98805e-04   2.67731e-05   4.99523e-04   8.55896e+01   1.59461e+03   1.59690e+03
             7   6.19554e+01   1.84378e+02   2.23870e-01   2.23168e+00   2.29952e+00   4.68946e-02   5.10574e+00   1.26615e+02   6.50000e+01   2.00722e+03   1.04761e+02   2.00995e+03   5.21922e-02   4.96848e-04   2.59316e-05   4.97524e-04   7.44775e+01   1.42699e+03   1.42893e+03
             8   6.19344e+01   1.97261e+02   2.51180e-01   2.23935e+00   2.29946e+00   4.56238e-02   5.10569e+00   1.26620e+02   6.50000e+01   2.01512e+03   1.02343e+02   2.01772e+03   5.07877e-02   4.94970e-04   2.51384e-05   4.95608e-04   6.48479e+01   1.27684e+03   1.27849e+03
             9   6.19171e+01   2.08812e+02   2.81830e-01   2.24700e+00   2.29965e+00   4.44789e-02   5.10563e+00   1.26627e+02   6.50000e+01   2.02275e+03   1.00169e+02   2.02523e+03   4.95211e-02   4.93167e-04   2.44222e-05   4.93771e-04   5.65674e+01   1.14229e+03   1.14369e+03
            10   6.19007e+01   2.19179e+02   3.16220e-01   2.25438e+00   2.29973e+00   4.34344e-02   5.10557e+00   1.26637e+02   6.50000e+01   2.03021e+03   9.81897e+01   2.03258e+03   4.83644e-02   4.91411e-04   2.37668e-05   4.91986e-04   4.94194e+01   1.02181e+03   1.02301e+03
            11   6.18839e+01   2.30603e+02   3.54809e-01   2.26355e+00   2.30168e+00   4.24815e-02   5.10551e+00   1.26650e+02   6.50000e+01   2.03760e+03   9.63940e+01   2.03988e+03   4.73077e-02   4.89678e-04   2.31655e-05   4.90226e-04   4.32389e+01   9.13994e+02   9.15017e+02
            12   6.18701e+01   2.41561e+02   3.98099e-01   2.26796e+00   2.29886e+00   4.15683e-02   5.10544e+00   1.26664e+02   6.50000e+01   2.04493e+03   9.46661e+01   2.04712e+03   4.62931e-02   4.87969e-04   2.25896e-05   4.88492e-04   3.78463e+01   8.17535e+02   8.18411e+02
            13   6.18545e+01   2.51396e+02   4.46679e-01   2.27595e+00   2.29979e+00   4.06786e-02   5.10537e+00   1.26680e+02   6.50000e+01   2.05215e+03   9.29666e+01   2.05425e+03   4.53022e-02   4.86297e-04   2.20303e-05   4.86796e-04   3.31246e+01   7.31194e+02   7.31944e+02
            14   6.18375e+01   2.63896e+02   5.01179e-01   2.28607e+00   2.30301e+00   3.98164e-02   5.10529e+00   1.26698e+02   6.50000e+01   2.05921e+03   9.13041e+01   2.06124e+03   4.43393e-02   4.84669e-04   2.14899e-05   4.85145e-04   2.89946e+01   6.53926e+02   6.54568e+02
            15   6.18207e+01   2.77073e+02   5.62339e-01   2.29208e+00   2.30223e+00   3.89987e-02   5.10520e+00   1.26717e+02   6.50000e+01   2.06613e+03   8.97183e+01   2.06808e+03   4.34233e-02   4.83085e-04   2.09772e-05   4.83541e-04   2.53923e+01   5.84763e+02   5.85314e+02
            16   6.18083e+01   2.88882e+02   6.30949e-01   2.29935e+00   2.30287e+00   3.82535e-02   5.10511e+00   1.26737e+02   6.50000e+01   2.07290e+03   8.82751e+01   2.07478e+03   4.25853e-02   4.81543e-04   2.05066e-05   4.81979e-04   2.22671e+01   5.22883e+02   5.23356e+02
            17   6.17994e+01   2.99483e+02   7.07939e-01   2.30355e+00   2.30057e+00   3.75342e-02   5.10502e+00   1.26757e+02   6.50000e+01   2.07953e+03   8.68682e+01   2.08134e+03   4.17731e-02   4.80041e-04   2.00528e-05   4.80460e-04   1.95292e+01   4.67507e+02   4.67915e+02
            18   6.17871e+01   3.10260e+02   7.94319e-01   2.31152e+00   2.30217e+00   3.68518e-02   5.10493e+00   1.26777e+02   6.50000e+01   2.08602e+03   8.55241e+01   2.08778e+03   4.09986e-02   4.78576e-04   1.96210e-05   4.78979e-04   1.71362e+01   4.17969e+02   4.18321e+02
            19   6.17793e+01   3.19936e+02   8.91249e-01   2.31582e+00   2.30024e+00   3.61783e-02   5.10483e+00   1.26796e+02   6.50000e+01   2.09239e+03   8.41780e+01   2.09409e+03   4.02305e-02   4.77149e-04   1.91959e-05   4.77535e-04   1.50321e+01   3.73650e+02   3.73952e+02
            20   6.17716e+01   3.28466e+02   9.99999e-01   2.28621e+00   2.26485e+00   3.55341e-02   5.10475e+00   1.26814e+02   6.50000e+01   2.09864e+03   8.28773e+01   2.10027e+03   3.94910e-02   4.75757e-04   1.87881e-05   4.76128e-04   1.31903e+01   3.34009e+02   3.34270e+02
            21   6.17629e+01   3.38903e+02   1.12202e+00   2.33151e+00   2.30379e+00   3.49173e-02   5.10467e+00   1.26831e+02   6.50000e+01   2.10476e+03   8.16177e+01   2.10634e+03   3.87777e-02   4.74401e-04   1.83962e-05   4.74758e-04   1.15772e+01   2.98553e+02   2.98778e+02
            22   6.17557e+01   3.48350e+02   1.25892e+00   2.33482e+00   2.30126e+00   3.43431e-02   5.10459e+00   1.26849e+02   6.50000e+01   2.11076e+03   8.04353e+01   2.11229e+03   3.81073e-02   4.73076e-04   1.80276e-05   4.73419e-04   1.01688e+01   2.66846e+02   2.67040e+02
